Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2014,580,53,178,1568,157,1546,165,1529,111,1558,328,192,,
2013,201,252,129,1644,108,1612,143,1572,85,1603,380,161,,
2012,90,577,111,1677,89,1647,114,1601,79,1621,117,595,100,1565
2011,67,704,91,1710,83,1668,91,1654,44,1690,409,135,,
2010,113,515,84,1720,81,1662,78,1675,41,1701,302,205,110,1529
2009,57,757,73,1750,66,1691,81,1687,32,1731,327,180,,
2008,122,407,84,1720,73,1690,100,1653,71,1612,138,425,100,1574
2007,48,661,50,1784,44,1752,52,1711,50,1666,80,720,41,1681
2006,36,910,25,1886,23,1837,37,1790,21,1762,43,1100,30,1711
2005,27,1110,31,1868,28,1809,50,1753,21,1749,55,1008,63,1629
2004,66,585,65,1776,58,1726,73,1694,55,1659,42,1297,43,1680
2003,48,768,74,1740,69,1699,91,1640,50,1668,161,310,97,1510
2002,64,624,103,1698,88,1660,105,1639,54,1657,253,168,,
2001,114,366,111,1683,94,1651,100,1648,83,1600,620,46,,
2000,68,582,62,1790,103,1644,41,1804,42,1687,278,172,,
1999,321,117,,,,,,,,,395,113,,
1998,642,25,,,,,,,,,740,32,,
1997,1288,,,,,,,,,,,,,
1996,1038,,,,,,,,,,,,,
