Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 US Open R128,W vs Medvedev,61.1%,51.6%,2.7%,2/2,2.40,6.5%,59.3%,42.6%,4.4%,2.44,9.6%,77.1%,64.9%,0.0%,2.31,0.0%
2025 Stuttgart R32,L vs Lehecka,51.8%,37.9%,10.7%,3/3,2.39,15.9%,40.5%,26.7%,8.1%,2.12,24.1%,82.4%,50.0%,17.6%,2.90,0.0%
2025 Madrid R64,W vs Hurkacz,75.8%,48.9%,1.6%,1/0,2.31,17.8%,67.7%,38.1%,0.0%,2.25,33.3%,83.9%,57.7%,3.2%,2.38,0.0%
2024 Metz F,W vs Norrie,76.5%,36.5%,5.9%,2/2,2.31,16.4%,72.3%,38.2%,6.4%,2.32,28.6%,94.7%,33.3%,5.3%,2.31,0.0%
2024 Ottignies CH R32,L vs Andreev,75.0%,46.2%,2.9%,1/2,2.03,9.8%,79.1%,37.7%,4.5%,2.32,17.2%,78.1%,64.0%,0.0%,1.78,3.1%
2023 Marseille F,L vs Hurkacz,50.7%,45.7%,1.4%,0/1,2.23,8.9%,29.5%,23.1%,2.3%,2.20,14.8%,91.7%,59.1%,0.0%,2.28,0.0%
2023 Marseille SF,W vs Fils,60.0%,48.7%,0.0%,0/0,2.31,30.8%,61.1%,50.0%,0.0%,2.07,57.1%,68.0%,47.1%,0.0%,2.58,0.0%
2023 Pune F,L vs Griekspoor,57.0%,42.9%,1.2%,1/0,2.01,20.0%,55.7%,38.2%,1.6%,2.05,32.6%,71.4%,53.3%,0.0%,1.96,0.0%
2023 Pune SF,W vs Van De Zandschulp,63.2%,55.2%,3.8%,3/1,2.26,9.7%,60.9%,47.6%,2.9%,2.00,15.0%,73.5%,68.0%,5.9%,2.75,0.0%
2022 Brest CH R32,W vs Decamps,65.4%,52.9%,2.6%,1/1,2.51,8.9%,62.3%,54.5%,1.9%,2.57,18.2%,85.7%,50.0%,4.8%,2.46,0.0%
2022 Marseille SF,L vs Rublev,68.0%,48.5%,7.2%,3/4,2.66,4.4%,65.7%,39.1%,5.7%,2.55,9.5%,80.0%,70.0%,12.0%,2.75,0.0%
2021 Segovia CH F,W vs Van Rijthoven,58.1%,42.6%,8.6%,2/7,2.21,25.3%,50.9%,37.9%,10.5%,2.29,40.0%,74.4%,46.9%,7.0%,2.11,8.6%
2020 Roland Garros R64,L vs Sinner,77.4%,43.1%,2.2%,1/1,2.61,1.5%,76.6%,46.9%,1.6%,2.74,2.7%,85.2%,34.8%,3.7%,2.45,0.0%
Career (13 matches),,64.8%,46.8%,3.9%,45.5%,2.32,12.7%,61.2%,41.6%,4.0%,2.31,21.2%,79.6%,54.8%,4.1%,2.34,1.2%
