Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),103,616,69,1762,64,1724,115,1619,56,1650,,,,
2025,94,667,65,1764,60,1732,113,1620,58,1651,,,,
2024,75,730,55,1782,47,1762,108,1622,50,1667,494,100,,
2023,73,738,83,1724,68,1691,97,1639,67,1624,,,,
2022,60,781,75,1741,77,1685,93,1648,39,1696,,,,
2021,64,969,88,1710,79,1668,129,1585,43,1691,,,,
2020,165,388,133,1604,142,1548,151,1520,,,168,449,,
2019,359,107,384,1347,394,1299,351,1322,,,158,455,,
2018,261,162,262,1466,243,1432,284,1371,148,1496,244,218,,
2017,187,270,267,1454,302,1354,194,1486,,,253,248,,
2016,362,127,,,,,,,,,268,260,,
2015,508,73,,,,,,,,,391,172,,
2014,1076,9,,,,,,,,,1162,18,,
