Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 US Open R128,W vs Medvedev,2.0%,33.3%,10.1%,74.2%,10.9%,14.0%,33.3%,9.4%,22.2%,0.2%,0.0%,-25,-15
2025 Stuttgart R32,L vs Lehecka,0.0%,-,6.4%,75.0%,14.7%,22.2%,0.0%,5.3%,0.0%,2.4%,33.3%,-16,-79
2025 Madrid R64,W vs Hurkacz,0.0%,-,9.0%,63.6%,15.8%,26.3%,0.0%,18.0%,53.3%,2.1%,50.0%,-37,-19
2024 Metz F,W vs Norrie,3.8%,33.3%,15.3%,62.5%,13.5%,15.4%,18.2%,8.2%,18.8%,0.4%,0.0%,-56,-31
2024 Ottignies CH R32,L vs Andreev,1.3%,100.0%,13.4%,60.0%,14.5%,11.4%,0.0%,12.9%,32.0%,0.0%,-,-17,-3
2023 Marseille F,L vs Hurkacz,4.8%,66.7%,17.5%,58.3%,17.9%,29.2%,0.0%,6.1%,14.3%,0.6%,0.0%,17,1
2023 Marseille SF,W vs Fils,0.0%,-,7.7%,88.9%,8.5%,16.7%,0.0%,8.3%,26.7%,1.1%,50.0%,-28,5
2023 Pune F,L vs Griekspoor,2.2%,100.0%,13.8%,57.7%,13.5%,4.3%,66.7%,14.5%,37.5%,1.3%,0.0%,-33,-12
2023 Pune SF,W vs Van De Zandschulp,0.0%,-,9.7%,85.0%,18.8%,29.2%,0.0%,13.4%,30.4%,1.2%,33.3%,-7,35
2022 Brest CH R32,W vs Decamps,1.4%,100.0%,14.7%,56.5%,12.6%,17.6%,66.7%,13.0%,26.9%,2.2%,0.0%,-11,7
2022 Marseille SF,L vs Rublev,1.3%,0.0%,9.0%,75.0%,14.5%,27.3%,100.0%,12.0%,35.7%,0.5%,0.0%,-30,17
2021 Segovia CH F,W vs Van Rijthoven,10.8%,75.0%,14.9%,66.7%,18.9%,24.1%,0.0%,14.3%,47.1%,0.0%,-,60,63
2020 Roland Garros R64,L vs Sinner,0.0%,-,10.1%,61.1%,13.3%,29.0%,0.0%,5.8%,19.2%,2.1%,71.4%,42,20
Career (13 matches),,2.4%,65.4%,11.8%,66.4%,14.1%,19.4%,24.2%,10.7%,29.3%,1.0%,31.3%,-11,1
