Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 US Open R128,W vs Medvedev,38% (9/24),67% (6/9),2/6,32% (8/25),25% (2/8),4/5,2/3,2/2,0/1,0/0
2025 Stuttgart R32,L vs Lehecka,10% (1/10),0% (0/1),0/2,50% (5/10),60% (3/5),0/0,0/0,2/2,0/0,1/1
2025 Madrid R64,W vs Hurkacz,27% (3/11),100% (3/3),0/1,18% (2/11),50% (1/2),2/3,2/2,1/1,1/1,0/0
2024 Metz F,W vs Norrie,27% (3/11),67% (2/3),1/1,27% (3/11),67% (2/3),2/2,1/1,0/0,1/1,0/0
2024 Ottignies-Louvain-la-Neuve CH R32,L vs Andreev,27% (4/15),75% (3/4),1/3,43% (6/14),33% (2/6),2/3,1/1,1/2,0/0,1/1
2023 US Open R32,L vs Stricker,46% (11/24),64% (7/11),4/5,28% (7/25),0% (0/7),6/7,2/2,3/5,0/0,0/1
2023 US Open R64,W vs Eubanks,20% (4/20),50% (2/4),0/2,10% (2/20),0% (0/2),1/1,0/0,2/2,0/0,0/0
2023 US Open R128,W vs Halys,29% (6/21),50% (3/6),0/0,14% (3/21),67% (2/3),3/3,3/3,1/2,1/1,0/0
2023 Wimbledon R128,L vs Mayot,19% (3/16),33% (1/3),0/4,33% (5/15),20% (1/5),0/1,0/0,3/3,0/0,1/1
2023 Marseille F,L vs Hurkacz,18% (2/11),50% (1/2),0/2,30% (3/10),33% (1/3),0/1,0/0,0/0,0/0,0/0
2023 Marseille SF,W vs Fils,30% (3/10),67% (2/3),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2023 Pune F,L vs Griekspoor,20% (3/15),33% (1/3),0/2,31% (5/16),40% (2/5),0/0,0/0,0/1,0/0,0/1
2023 Pune SF,W vs Van De Zandschulp,47% (7/15),57% (4/7),0/2,13% (2/16),0% (0/2),4/4,1/1,2/2,1/1,0/0
2022 Brest CH R32,W vs Decamps,42% (5/12),60% (3/5),0/1,25% (3/12),67% (2/3),1/1,0/1,0/0,0/1,0/0
2022 US Open R64,L vs Kyrgios,33% (7/21),43% (3/7),0/2,29% (6/21),33% (2/6),2/3,1/1,0/2,0/0,0/1
2022 US Open R128,W vs Humbert,38% (9/24),67% (6/9),1/3,25% (6/24),33% (2/6),4/5,1/1,3/4,0/0,0/0
2022 Wimbledon R64,L vs Brooksby,29% (5/17),20% (1/5),1/2,31% (5/16),40% (2/5),1/1,0/0,2/3,0/0,1/1
2022 Wimbledon R128,W vs Kolar,58% (7/12),71% (5/7),0/0,0% (0/13),- (0/0),4/4,2/2,0/0,1/1,0/0
2022 Marseille SF,L vs Rublev,29% (4/14),50% (2/4),0/3,29% (4/14),0% (0/4),1/2,1/1,1/2,0/0,1/1
2021 Segovia CH F,W vs Van Rijthoven,25% (4/16),25% (1/4),0/1,33% (5/15),80% (4/5),0/0,0/0,1/1,0/0,0/0
2025 (3 matches),,28.9%,69.2%,22.2%,32.6%,40.0%,75.0%,80.0%,100.0%,50.0%,100.0%
2024 (2 matches),,26.9%,71.4%,50.0%,36.0%,44.4%,80.0%,100.0%,50.0%,100.0%,100.0%
2023 (8 matches),,29.5%,53.8%,23.5%,21.1%,25.0%,84.2%,100.0%,73.3%,100.0%,33.3%
2022 (6 matches),,37.0%,54.1%,18.2%,24.0%,33.3%,81.3%,83.3%,54.5%,50.0%,66.7%
2021 (4 matches),,20.5%,60.0%,9.1%,34.7%,52.0%,75.0%,80.0%,83.3%,100.0%,-
Career (77 matches),,33.8%,59.5%,23.0%,33.3%,30.2%,75.1%,81.4%,76.5%,80.0%,78.1%
