Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,14,10,4,71.4%,21-11,65.6%,179-155,53.6%,6-4,60.0%,14,88.8%,18.4%,8.2%,2.1%,66.4%,73.9%,57.8%,68.5%,34.2%,51.4%,1.09,F (Pau)
2025,4,2,2,50.0%,5-6,45.5%,41-53,43.6%,1-0,100.0%,4,69.6%,17.0%,6.2%,1.6%,65.2%,65.3%,48.1%,59.3%,35.7%,47.3%,0.88,R16 (2x)
2024,54,36,18,66.7%,80-48,62.5%,693-582,54.4%,16-8,66.7%,54,80.5%,27.4%,8.5%,3.2%,60.6%,72.4%,53.5%,64.9%,39.6%,52.2%,1.13,W (3x)
2023,20,12,8,60.0%,24-18,57.1%,219-199,52.4%,5-4,55.6%,20,77.8%,26.0%,10.2%,3.5%,61.5%,71.4%,50.2%,63.2%,39.4%,51.0%,1.07,F (2x)
2022,15,13,2,86.7%,27-7,79.4%,197-141,58.3%,5-1,83.3%,14,87.6%,27.0%,9.5%,2.4%,64.0%,75.6%,54.6%,68.1%,40.1%,53.9%,1.26,W (2x)
2021,63,50,13,79.4%,100-42,70.4%,806-627,56.2%,18-15,54.5%,63,85.8%,26.5%,8.3%,2.5%,59.7%,74.9%,55.0%,66.9%,39.5%,53.0%,1.19,W (6x)
2020,22,15,7,68.2%,32-15,68.1%,265-198,57.2%,2-4,33.3%,22,82.1%,32.9%,8.9%,2.2%,62.0%,73.0%,51.1%,64.6%,41.8%,53.2%,1.18,F (Bengaluru)
2019,27,9,18,33.3%,25-37,40.3%,296-316,48.4%,4-8,33.3%,27,76.0%,20.7%,4.5%,3.6%,60.0%,67.7%,50.4%,60.8%,38.4%,49.5%,0.98,R16 (Cherbourg)
2018,34,13,21,38.2%,33-48,40.7%,368-400,47.9%,4-7,36.4%,33,71.9%,24.4%,4.6%,3.7%,58.8%,66.2%,49.9%,59.5%,38.3%,49.0%,0.94,F (Drummondville)
2017,24,13,11,54.2%,28-26,51.9%,282-251,52.9%,2-5,28.6%,24,81.1%,24.3%,4.0%,2.7%,64.9%,68.2%,52.8%,62.8%,39.0%,51.3%,1.05,SF (Bordeaux)
Career,277,173,104,62.5%,375-258,59.2%,3346-2922,53.4%,63-56,52.9%,275,80.9%,25.6%,7.3%,2.9%,61.2%,71.5%,52.8%,64.2%,39.1%,51.6%,1.09,
