Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 US Open R128,W vs Medvedev,28.0%,33.1%,50.5%,34.1%,30.5%,36.2%,54.8%,39.6%,71.7%,38.5%,37.5%,25.0%,29.2%,41.7%,37
2025 Stuttgart R32,L vs Lehecka,36.2%,42.0%,38.6%,40.0%,42.0%,50.0%,44.8%,47.2%,40.0%,36.0%,33.3%,21.1%,21.1%,26.7%,-79
2025 Madrid R64,W vs Hurkacz,23.3%,38.3%,64.4%,31.2%,31.4%,51.4%,66.7%,44.9%,60.0%,60.0%,-,12.5%,20.8%,61.9%,-19
2024 Metz F,W vs Norrie,30.3%,44.9%,53.2%,39.9%,40.0%,58.3%,58.3%,54.2%,58.1%,51.7%,57.1%,10.3%,17.2%,46.2%,-79
2024 Ottignies CH R32,L vs Andreev,20.7%,35.4%,54.1%,25.7%,27.5%,45.0%,48.3%,37.8%,40.0%,50.0%,66.7%,15.8%,28.9%,59.4%,39
2023 Marseille F,L vs Hurkacz,29.4%,38.2%,52.2%,37.6%,37.8%,46.7%,57.1%,50.2%,52.2%,40.9%,25.0%,14.3%,23.8%,44.4%,25
2023 Marseille SF,W vs Fils,50.0%,53.8%,61.5%,54.2%,56.3%,62.5%,71.4%,63.1%,53.3%,41.2%,0.0%,40.0%,40.0%,50.0%,-79
2023 Pune F,L vs Griekspoor,27.5%,36.3%,52.9%,36.1%,34.8%,47.0%,55.8%,48.2%,43.8%,44.1%,66.7%,15.6%,18.8%,48.1%,35
2023 Pune SF,W vs Van De Zandschulp,34.7%,44.6%,55.6%,39.8%,42.3%,53.5%,58.5%,49.6%,27.3%,28.9%,-,18.5%,25.9%,50.0%,65
2022 Brest CH R32,W vs Decamps,39.7%,46.2%,45.7%,43.2%,53.1%,59.2%,47.8%,58.6%,33.3%,32.1%,25.0%,17.9%,25.0%,43.5%,-27
2022 Marseille SF,L vs Rublev,43.2%,50.6%,33.3%,46.4%,57.1%,65.3%,38.1%,62.4%,54.2%,44.0%,0.0%,22.6%,29.0%,29.2%,-32
2021 Segovia CH F,W vs Van Rijthoven,31.6%,45.3%,55.3%,38.7%,38.8%,58.2%,58.5%,51.2%,30.8%,46.3%,50.0%,23.9%,30.4%,51.4%,42
2020 Roland Garros R64,L vs Sinner,17.6%,24.7%,44.1%,21.5%,22.9%,29.2%,45.9%,29.8%,59.1%,42.3%,20.0%,11.4%,20.0%,41.9%,1
Career (13 matches),,31.0%,40.3%,50.9%,37.0%,38.8%,49.9%,54.2%,48.3%,49.1%,41.9%,39.5%,19.1%,25.6%,46.3%,14
