Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 US Open R128,W vs Medvedev,34,56,0.6,11.1%,18.3%,27,52,0.5,10.2%,19.7%,6.8%,2.3%,0.8,18.0%,21.2%
2025 Stuttgart R32,L vs Lehecka,28,18,1.6,22.4%,14.4%,24,18,1.3,22.6%,17.0%,2.8%,0.9%,2.1,33.6%,16.0%
2025 Madrid Masters R64,W vs Hurkacz,24,17,1.4,19.7%,13.9%,18,16,1.1,16.2%,14.4%,5.4%,10.8%,0.8,18.0%,23.8%
2024 Metz F,W vs Norrie,37,17,2.2,23.6%,10.8%,27,17,1.6,19.4%,12.2%,10.1%,9.4%,1.8,21.0%,11.5%
2024 Ottignies-Louvain-la-Neuve CH R32,L vs Andreev,29,38,0.8,15.6%,20.4%,23,34,0.7,13.7%,20.2%,3.6%,8.9%,0.9,14.5%,16.1%
2024 Ottignies-Louvain-la-Neuve CH R32,L vs Andreev,29,38,0.8,15.6%,20.4%,23,34,0.7,13.7%,20.2%,3.6%,8.9%,0.9,14.5%,16.1%
2023 US Open R32,L vs Stricker,48,40,1.2,15.8%,13.2%,38,36,1.1,14.0%,13.2%,9.6%,4.0%,1.1,19.8%,18.2%
2023 US Open R64,W vs Eubanks,39,30,1.3,15.4%,11.8%,20,27,0.7,9.5%,12.9%,6.2%,2.9%,0.9,21.3%,22.8%
2023 US Open R128,W vs Halys,38,23,1.7,14.4%,8.7%,25,18,1.4,11.7%,8.5%,8.0%,3.3%,1.4,17.1%,12.2%
2023 Wimbledon R128,L vs Mayot,26,24,1.1,13.8%,12.7%,21,21,1.0,12.7%,12.7%,9.1%,3.0%,1.9,25.9%,13.8%
2023 Marseille F,L vs Hurkacz,21,21,1.0,15.3%,15.3%,15,19,0.8,13.8%,17.4%,11.0%,2.8%,1.7,24.1%,14.6%
2023 Marseille SF,W vs Fils,16,15,1.1,13.7%,12.8%,12,15,0.8,11.8%,14.7%,5.9%,2.0%,1.1,17.9%,17.1%
2023 Pune F,L vs Griekspoor,33,21,1.6,17.6%,11.2%,22,17,1.3,14.6%,11.3%,9.9%,4.6%,1.9,27.7%,14.4%
2023 Pune SF,W vs Van De Zandschulp,28,28,1.0,13.5%,13.5%,19,25,0.8,10.4%,13.7%,7.1%,2.7%,0.9,15.0%,17.4%
2022 Brest CH R32,W vs Decamps,27,27,1.0,17.3%,17.3%,20,26,0.8,15.0%,19.5%,8.3%,5.3%,0.9,12.8%,14.7%
2022 US Open R64,L vs Kyrgios,36,33,1.1,13.1%,12.0%,31,31,1.0,13.4%,13.4%,7.8%,4.8%,1.3,23.7%,17.9%
2022 US Open R128,W vs Humbert,45,36,1.3,14.8%,11.8%,36,21,1.7,13.3%,7.7%,7.7%,4.8%,1.1,19.1%,18.1%
2022 Wimbledon R64,L vs Brooksby,40,44,0.9,18.2%,20.0%,36,43,0.8,17.0%,20.3%,11.3%,4.2%,1.2,13.6%,11.8%
2022 Wimbledon R128,W vs Kolar,28,19,1.5,18.7%,12.7%,18,17,1.1,13.6%,12.9%,5.3%,6.1%,0.7,12.0%,16.7%
2022 Marseille SF,L vs Rublev,20,19,1.1,11.2%,10.7%,17,18,0.9,10.4%,11.0%,7.4%,3.1%,1.7,18.0%,10.7%
Career (29 matches),,906,875,1.0,15.1%,14.6%,701,796,0.9,13.3%,15.1%,6.9%,4.0%,1.2,18.4%,16.0%
