Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 US Open R128,W vs Medvedev,4.1,4.7,3.4,49.4%,51.9%,53.8%,53.6%,50.6%,9.7%,10.5,4.4,-3.0,-1.4
2025 Stuttgart R32,L vs Lehecka,2.9,2.9,2.9,49.5%,28.0%,20.0%,50.0%,52.0%,16.7%,-5.0,-12.5,-2.5,-5.0
2025 Madrid R64,W vs Hurkacz,3.8,4.3,3.4,50.0%,52.0%,76.9%,62.5%,46.3%,6.9%,3.0,4.6,13.0,14.6
2024 Metz F,W vs Norrie,4.5,3.9,5.2,57.8%,50.0%,38.1%,41.2%,50.7%,9.8%,7.0,6.0,-2.5,-2.2
2024 Ottignies CH R32,L vs Andreev,4.4,4.6,4.3,48.0%,55.0%,47.8%,42.9%,47.7%,12.6%,14.0,10.4,3.0,1.9
2023 Marseille F,L vs Hurkacz,3.5,4.1,2.9,40.9%,50.0%,57.1%,50.0%,49.1%,14.0%,2.0,2.9,1.0,1.4
2023 Marseille SF,W vs Fils,3.7,4.0,3.5,53.4%,46.2%,75.0%,80.0%,49.4%,9.0%,-1.5,-2.5,5.5,7.1
2023 Pune F,L vs Griekspoor,3.5,4.1,2.8,46.6%,42.9%,61.1%,58.3%,51.3%,16.5%,5.5,5.8,7.0,7.4
2023 Pune SF,W vs Van De Zandschulp,3.3,3.6,3.0,51.5%,47.9%,84.6%,58.3%,49.8%,8.5%,11.0,10.6,1.5,1.3
2022 Brest CH R32,W vs Decamps,4.3,4.1,4.6,56.0%,54.8%,40.9%,52.6%,47.3%,17.1%,4.5,4.5,9.0,7.6
2022 Marseille SF,L vs Rublev,3.3,2.9,3.7,48.2%,45.0%,43.8%,50.0%,56.2%,18.8%,3.0,3.5,4.0,5.2
2021 Segovia CH F,W vs Van Rijthoven,3.0,3.3,2.6,46.7%,57.1%,66.7%,50.0%,52.7%,8.0%,8.0,8.1,-2.5,-2.5
2020 Roland Garros R64,L vs Sinner,4.4,4.5,4.3,44.0%,40.5%,50.0%,38.5%,39.9%,10.4%,-1.5,-1.4,-9.5,-5.3
Career (13 matches),,3.8,4.0,3.6,49.1%,48.3%,53.7%,51.8%,49.1%,11.8%,4.7,4.6,1.8,1.6
