Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,20,13,7,65.0%,29-18,61.7%,249-209,54.4%,4-3,57.1%,20,60.0%,48.9%,1.7%,3.4%,68.7%,59.8%,43.7%,54.7%,48.6%,51.7%,1.07,F (2x)
2025,63,34,29,54.0%,75-61,55.1%,655-593,52.5%,6-8,42.9%,61,66.1%,38.3%,2.7%,4.5%,63.7%,61.8%,47.3%,56.5%,45.0%,50.7%,1.04,W (2x)
2024,59,39,20,66.1%,85-51,62.5%,671-549,55.0%,5-3,62.5%,4,64.4%,23.9%,3.2%,4.5%,69.5%,57.4%,49.5%,55.0%,39.4%,47.1%,0.87,W (W35 Antalya)
2023,46,27,19,58.7%,54-42,56.3%,464-423,52.3%,2-3,40.0%,2,36.0%,41.7%,1.2%,4.2%,59.4%,50.0%,34.3%,43.6%,46.4%,45.0%,0.82,W (3x)
2022,50,28,22,56.0%,66-49,57.4%,573-475,54.7%,4-7,36.4%,1,57.1%,35.7%,3.4%,5.6%,64.0%,59.6%,40.6%,52.8%,45.1%,48.7%,0.96,W (W60 Brescia)
2021,32,18,14,56.3%,42-31,57.5%,354-292,54.8%,2-3,40.0%,0,,,,,,,,,,,,SF (W15 Amarante)
2020,21,11,10,52.4%,24-22,52.2%,224-210,51.6%,3-2,60.0%,0,,,,,,,,,,,,SF (W15 Platja D'Aro)
2019,33,21,12,63.6%,46-27,63.0%,377-276,57.7%,1-3,25.0%,0,,,,,,,,,,,,W (2x)
2018,17,6,11,35.3%,13-19,40.6%,138-146,48.6%,1-1,50.0%,0,,,,,,,,,,,,QF (2x)
2017,19,9,10,47.4%,21-21,50.0%,201-179,52.9%,1-1,50.0%,0,,,,,,,,,,,,SF (TeldeLP De Gran Canaria $15K)
2016,11,3,8,27.3%,9-17,34.6%,109-134,44.9%,2-2,50.0%,0,,,,,,,,,,,,QF (Madrid $10K)
2015,2,1,1,50.0%,2-2,50.0%,20-18,52.6%,0-1,0.0%,0,,,,,,,,,,,,R16 (Benicarlo $10K)
2013,1,0,1,0.0%,1-2,33.3%,11-18,37.9%,1-0,100.0%,0,,,,,,,,,,,,R32 (Borriol 10K)
Career,374,210,164,56.1%,467-362,56.3%,4046-3522,53.5%,32-37,46.4%,88,63.5%,40.3%,2.4%,4.2%,65.2%,60.7%,46.0%,55.6%,45.7%,50.5%,1.03,
