Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2023 Rabat R32,L vs Fernandez,18,21,0.9,16.1%,18.8%,16,20,0.8,15.5%,19.4%,11.7%,3.9%,1.9,24.1%,12.5%
Career (1 matches),,18,21,0.9,16.1%,18.8%,16,20,0.8,15.5%,19.4%,11.7%,3.9%,1.9,24.1%,12.5%
