Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,28,12,16,42.9%,28-36,43.8%,268-304,46.9%,1-3,25.0%,0,,,,,,,,,,,,SF (Moscow $25K)
2016,28,14,14,50.0%,29-31,48.3%,265-272,49.3%,2-2,50.0%,0,,,,,,,,,,,,SF (2x)
2015,26,15,11,57.7%,30-24,55.6%,257-232,52.6%,2-4,33.3%,0,,,,,,,,,,,,QF (6x)
2014,12,3,9,25.0%,8-19,29.6%,120-137,46.7%,1-4,20.0%,0,,,,,,,,,,,,QF (Minsk 25K)
2013,7,2,5,28.6%,5-10,33.3%,59-76,43.7%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
2012,23,12,11,52.2%,29-23,55.8%,247-217,53.2%,1-0,100.0%,0,,,,,,,,,,,,W (Namangan 25K)
2011,44,27,17,61.4%,63-47,57.3%,526-467,53.0%,6-5,54.5%,0,,,,,,,,,,,,W (Minsk 25K)
2010,36,15,21,41.7%,35-45,43.8%,318-380,45.6%,1-2,33.3%,0,,,,,,,,,,,,SF (Amelia Island FL 10K)
2009,30,14,16,46.7%,32-37,46.4%,304-318,48.9%,2-7,22.2%,0,,,,,,,,,,,,QF (4x)
2008,15,6,9,40.0%,11-19,36.7%,116-150,43.6%,1-2,33.3%,0,,,,,,,,,,,,F (Charlottesville VA 50K)
2007,5,4,1,80.0%,9-5,64.3%,73-59,55.3%,0-1,0.0%,0,,,,,,,,,,,,F (Pittsburgh PA 75K)
2006,43,32,11,74.4%,66-28,70.2%,504-369,57.7%,4-6,40.0%,0,,,,,,,,,,,,W (3x)
2005,32,19,13,59.4%,38-29,56.7%,334-318,51.2%,5-4,55.6%,0,,,,,,,,,,,,F (Washington DC 75K)
2004,23,16,7,69.6%,33-20,62.3%,257-206,55.5%,1-1,50.0%,0,,,,,,,,,,,,W (College Park MD 25K)
2003,19,13,6,68.4%,27-13,67.5%,204-152,57.3%,0-1,0.0%,0,,,,,,,,,,,,W (Baltimore MD 10K)
Career,371,204,167,55.0%,443-386,53.4%,3852-3657,51.3%,28-42,40.0%,0,,,,,,,,,,,,
