Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,12,5,7,41.7%,2,1,1,50.0%,2006,2014,R64,6,0.89,0.9%,7.5%,64.9%,57.7%,29.7%,47.8%,46.4%,47.1%,43.9%
Roland Garros,6,Clay,11,5,6,45.5%,2,1,1,50.0%,2006,2013,R64,3,0.77,1.4%,10.7%,59.3%,54.3%,40.2%,48.6%,39.4%,43.3%,50.0%
Wimbledon,6,Grass,11,5,6,45.5%,2,1,1,50.0%,2006,2013,R64,2,0.64,1.9%,8.7%,59.2%,49.2%,35.7%,43.7%,36.0%,28.6%,22.2%
US Open,5,Hard,13,8,5,61.5%,3,2,1,66.7%,2006,2013,R32,8,0.97,3.5%,9.5%,58.1%,59.7%,38.4%,50.8%,47.8%,38.6%,50.0%
Stanford,5,Hard,7,2,5,28.6%,1,0,1,0.0%,2007,2013,R32,5,0.96,3.1%,11.5%,53.6%,65.9%,45.3%,56.3%,42.1%,42.4%,53.1%
Quebec City,4,Hard,14,9,5,64.3%,1,0,1,0.0%,2006,2009,F,1,0.78,0.0%,6.8%,70.3%,57.7%,31.8%,50.0%,39.0%,58.3%,40.0%
Tashkent,4,Hard,9,5,4,55.6%,2,0,2,0.0%,2006,2013,SF,3,0.96,2.8%,10.6%,58.7%,64.1%,38.9%,53.7%,44.7%,31.8%,51.9%
Birmingham,4,Grass,7,3,4,42.9%,0,0,0,-,2006,2013,R32,5,0.75,1.0%,12.3%,63.2%,55.6%,29.8%,46.1%,40.6%,45.1%,43.3%
Hobart,3,Hard,7,4,3,57.1%,4,2,2,50.0%,2006,2008,R16,3,0.83,1.3%,9.3%,62.1%,56.7%,39.5%,50.2%,41.4%,51.5%,40.0%
Indian Wells,3,Hard,5,2,3,40.0%,2,1,1,50.0%,2007,2013,R64,5,0.88,1.2%,8.4%,58.9%,63.5%,40.9%,54.2%,40.5%,47.1%,35.1%
