Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W15 Oldenzaal R32,L vs Vanlangendonck,0.85,0.69,56.5,2.0,-,29.2%,-,59.1%,39.1%,52.3%
2019 W15 Tabarka QF,L vs Vedder,0.98,0.79,57.7,2.0,-,47.1%,-,45.2%,51.5%,34.5%
2019 W15 Tabarka R32,W vs Bavisetti,1.02,1.77,33.0,2.0,-,66.7%,-,50.0%,66.7%,76.2%
2019 W15 Tabarka R16,L vs Brancaccio,1.16,0.67,44.0,3.0,-,25.9%,-,44.0%,29.2%,47.6%
2019 W15 Tabarka R32,W vs Lancellotti,1.76,3.13,19.4,2.0,-,64.0%,-,59.1%,72.0%,63.6%
2019 W25 Den Haag R32,L vs Rus,0.73,0.41,30.5,2.0,-,50.0%,-,54.5%,36.0%,15.0%
2019 W15 Alkmaar R16,L vs Lamens,1.08,0.71,54.4,2.6,-,31.0%,-,53.6%,35.5%,41.4%
2019 W15 Tabarka R32,W vs Osabuohien,1.14,3.38,29.8,2.0,-,68.8%,-,86.7%,60.0%,73.7%
2019 W15 Tabarka R32,L vs Gatica,0.93,0.76,56.9,3.0,2.9%,48.6%,0.0%,42.4%,50.0%,39.4%
2019 W15 Sharm El Sheikh R32,L vs Maluniakova,0.89,0.78,63.5,2.5,6.1%,54.5%,9.4%,53.1%,46.2%,34.3%
2019 W15 Sharm El Sheikh R32,L vs Soylu,1.02,0.62,48.4,2.8,6.9%,55.2%,3.7%,37.0%,26.9%,40.0%
2019 W15 Monastir R32,L vs Bjorklund,1.10,0.80,48.4,4.0,0.0%,39.4%,0.0%,37.5%,38.2%,51.6%
2019 W15 Monastir R16,L vs Lodikova,0.97,0.69,40.7,2.1,0.0%,40.0%,0.0%,40.6%,39.3%,46.2%
2019 W15 Monastir R32,W vs Babic,1.00,1.24,67.1,5.9,2.5%,62.5%,0.0%,65.0%,48.0%,41.7%
2019 (14 matches),,1.03,0.93,49.1,2.5,1.5%,48.3%,1.0%,50.7%,45.0%,46.0%
Career (14 matches),,1.03,0.93,49.1,2.5,1.5%,48.3%,1.0%,50.7%,45.0%,46.0%
