Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W15 Oldenzaal R32,L vs Vanlangendonck,70% (7/10),43% (3/7),3/5,56% (5/9),0% (0/5),0/2,0/0,1/1,0/0,0/0
2019 W15 Tabarka QF,L vs Vedder,33% (4/12),75% (3/4),2/4,64% (7/11),29% (2/7),2/2,0/0,0/0,0/0,0/0
2019 W15 Tabarka R32,W vs Bavisetti,89% (8/9),88% (7/8),2/2,22% (2/9),0% (0/2),4/5,0/2,0/0,0/0,0/0
2019 W15 Tabarka R16,L vs Brancaccio,20% (2/10),100% (2/2),1/5,55% (6/11),0% (0/6),0/2,0/0,0/2,0/0,0/0
2019 W15 Tabarka R32,W vs Lancellotti,88% (7/8),100% (7/7),1/2,29% (2/7),0% (0/2),4/6,1/3,0/0,0/1,0/0
2019 W25 Den Haag R32,L vs Rus,10% (1/10),100% (1/1),0/3,50% (5/10),20% (1/5),0/1,0/0,2/3,0/0,1/2
2019 W15 Alkmaar R16,L vs Lamens,33% (3/9),67% (2/3),0/4,88% (7/8),29% (2/7),0/2,0/0,0/1,0/0,0/0
2019 W15 Tabarka R32,W vs Osabuohien,86% (6/7),100% (6/6),0/0,0% (0/6),- (0/0),5/5,1/1,0/0,0/0,0/0
2019 W15 Tabarka R32,L vs Gatica,44% (4/9),75% (3/4),1/5,60% (6/10),0% (0/6),2/3,0/0,0/1,0/0,0/1
2019 W15 Sharm El Sheikh R32,L vs Maluniakova,50% (5/10),40% (2/5),1/4,56% (5/9),20% (1/5),0/2,0/0,0/0,0/0,0/0
2019 W15 Sharm El Sheikh R32,L vs Soylu,22% (2/9),100% (2/2),1/4,56% (5/9),0% (0/5),2/2,0/0,0/1,0/0,0/1
2019 W15 Monastir R32,L vs Bjorklund,45% (5/11),80% (4/5),1/8,80% (8/10),0% (0/8),1/3,0/0,0/0,0/0,0/0
2019 W15 Monastir R16,L vs Lodikova,38% (3/8),67% (2/3),1/4,100% (8/8),25% (2/8),1/2,0/0,1/3,0/0,0/1
2019 W15 Monastir R32,W vs Babic,47% (7/15),86% (6/7),0/3,21% (3/14),0% (0/3),4/4,0/1,1/1,0/1,0/0
2019 (14 matches),,46.7%,78.1%,26.4%,52.7%,11.6%,61.0%,28.6%,38.5%,0.0%,20.0%
Career (14 matches),,46.7%,78.1%,26.4%,52.7%,11.6%,61.0%,28.6%,38.5%,0.0%,20.0%
