Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),120,534,161,1626,186,1541,109,1625,205,1429,,,,
2025,125,498,143,1641,199,1513,98,1644,201,1436,,,,
2024,173,330,200,1557,238,1471,173,1540,239,1374,904,41,,
2023,160,391,221,1525,261,1431,163,1536,223,1388,,,,
2022,248,218,218,1526,,,199,1504,,,,,,
2021,602,48,,,,,,,,,,,,
2020,347,122,,,,,,,,,1033,22,,
2019,264,168,292,1446,265,1428,263,1417,257,1327,1009,22,,
2018,292,128,343,1344,353,1280,291,1365,251,1306,624,15,,
2017,296,167,,,,,,,,,1062,24,,
2016,606,50,,,,,,,,,944,34,,
2015,444,94,,,,,,,,,1124,24,,
2014,661,38,,,,,,,,,,,,
2013,1579,2,,,,,,,,,,,,
2012,1683,1,,,,,,,,,,,,
