Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Metz R32,L vs Sonego,20.2%,34.0%,53.4%,29.4%,25.4%,41.3%,66.0%,39.0%,62.1%,35.3%,75.0%,10.3%,20.7%,30.8%,-12
2024 Estoril R16,L vs Hurkacz,15.6%,22.1%,54.7%,21.4%,19.6%,26.1%,59.5%,29.3%,55.6%,57.1%,33.3%,10.0%,16.7%,48.1%,-30
2023 Wimbledon R64,L vs Hurkacz,25.4%,37.7%,49.4%,33.9%,28.7%,40.2%,48.4%,40.7%,42.5%,44.7%,50.0%,18.2%,33.3%,51.9%,7
2023 Roland Garros Q2,L vs Ofner,18.2%,22.1%,49.2%,21.7%,31.1%,37.8%,45.2%,37.1%,45.0%,44.0%,100.0%,0.0%,0.0%,53.6%,-118
Career (4 matches),,20.5%,30.3%,51.6%,27.6%,26.6%,37.3%,54.8%,37.4%,50.5%,44.8%,57.1%,10.0%,18.3%,46.3%,-16
