Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Metz R32,L vs Sonego,27% (4/15),50% (2/4),0/3,27% (4/15),25% (1/4),1/1,0/0,1/1,0/0,1/1
2024 US Open R128,L vs Carballes Baena,35% (9/26),33% (3/9),1/5,42% (10/24),40% (4/10),2/2,0/0,1/2,0/0,1/1
2024 Wimbledon R128,L vs Darderi,28% (7/25),71% (5/7),2/3,44% (11/25),45% (5/11),4/5,2/2,2/5,0/0,0/1
2024 Estoril R16,L vs Hurkacz,27% (3/11),33% (1/3),0/2,27% (3/11),33% (1/3),1/1,0/1,2/2,0/0,1/1
2023 Wimbledon R64,L vs Hurkacz,6% (1/16),0% (0/1),0/2,38% (6/16),67% (4/6),0/0,0/0,0/0,0/0,0/0
2023 Wimbledon R128,W vs Lajovic,45% (9/20),89% (8/9),2/5,40% (8/20),38% (3/8),5/8,2/2,0/0,1/1,0/0
2023 Roland Garros Q2,L vs Ofner,17% (2/12),100% (2/2),0/3,38% (5/13),0% (0/5),1/2,1/1,1/3,0/0,0/1
2019 Meerbusch CH R32,W vs Munoz De La Nava,67% (6/9),67% (4/6),1/1,22% (2/9),50% (1/2),2/2,0/1,0/0,0/0,0/0
2019 Murcia CH R32,L vs Ymer,22% (2/9),50% (1/2),0/4,56% (5/9),20% (1/5),0/1,0/0,2/2,0/0,1/1
2019 Murcia CH R64,W vs Vega Hernandez,67% (6/9),83% (5/6),2/2,33% (3/9),33% (1/3),3/4,1/1,0/0,0/0,0/0
2019 Lille CH QF,L vs Maden,11% (1/9),100% (1/1),0/3,56% (5/9),20% (1/5),1/1,0/0,0/1,0/0,0/0
2019 Lille CH R16,W vs Roumane,19% (3/16),67% (2/3),0/2,13% (2/16),0% (0/2),1/1,0/1,0/0,0/1,0/0
2019 Lille CH R32,W vs Hanfmann,63% (5/8),100% (5/5),0/1,38% (3/8),67% (2/3),4/5,2/2,0/0,1/1,0/0
2019 Lille CH R64,W vs Horansky,30% (3/10),100% (3/3),0/1,10% (1/10),0% (0/1),2/3,2/2,0/0,1/1,0/0
2019 Pau CH R16,L vs Bublik,0% (0/9),- (0/0),0/3,44% (4/9),25% (1/4),0/0,0/0,2/2,0/0,1/1
2019 Pau CH R32,W vs Pavlasek,27% (3/11),100% (3/3),1/1,9% (1/11),0% (0/1),1/1,0/1,0/0,0/0,0/0
2019 Pau CH R64,W vs Gutierrez Ferrol,29% (4/14),100% (4/4),0/4,40% (6/15),33% (2/6),1/3,1/2,1/1,1/2,0/0
2019 Bergamo CH QF,L vs Marcora,10% (1/10),100% (1/1),0/2,27% (3/11),0% (0/3),1/1,0/0,2/3,0/0,0/1
2019 Bergamo CH R16,W vs Clarke,38% (5/13),60% (3/5),0/2,38% (5/13),60% (3/5),3/3,2/2,1/1,1/1,0/0
2019 Dallas CH R32,L vs Opelka,20% (3/15),33% (1/3),0/2,21% (3/14),33% (1/3),1/1,1/1,2/2,0/0,1/1
2025 (1 matches),,26.7%,50.0%,0.0%,26.7%,25.0%,100.0%,-,100.0%,-,100.0%
2024 (3 matches),,30.6%,47.4%,30.0%,40.0%,41.7%,87.5%,66.7%,55.6%,-,66.7%
2023 (3 matches),,25.0%,83.3%,20.0%,38.8%,36.8%,60.0%,100.0%,33.3%,100.0%,0.0%
2019 (20 matches),,33.3%,71.6%,17.1%,30.4%,32.4%,76.7%,66.7%,82.6%,70.0%,87.5%
2018 (12 matches),,32.1%,47.6%,15.6%,45.3%,32.8%,76.5%,80.0%,53.3%,100.0%,57.1%
Career (55 matches),,33.0%,60.7%,18.5%,39.6%,28.5%,71.3%,72.5%,63.9%,81.3%,63.3%
