Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,4,0,4,0.0%,4-9,30.8%,57-76,42.9%,2-1,66.7%,4,75.0%,10.6%,5.2%,2.7%,63.8%,68.0%,46.0%,60.0%,31.3%,46.3%,0.78
Clay,3,1,2,33.3%,2-5,28.6%,37-39,48.7%,0-2,0.0%,3,81.1%,18.9%,2.9%,1.8%,71.6%,68.0%,43.6%,61.1%,36.2%,49.6%,0.93
Grass,6,1,5,16.7%,5-12,29.4%,78-92,45.9%,1-1,50.0%,6,73.8%,17.4%,4.9%,1.9%,70.1%,63.7%,52.6%,60.4%,32.7%,47.5%,0.83
Grand Slams,4,1,3,25.0%,7-10,41.2%,84-91,48.0%,2-1,66.7%,4,77.6%,18.0%,4.9%,2.2%,68.2%,66.3%,51.6%,61.6%,33.3%,48.3%,0.87
Other Tours,9,1,8,11.1%,4-16,20.0%,88-116,43.1%,1-3,25.0%,9,74.0%,13.0%,4.3%,2.1%,68.3%,65.9%,45.5%,59.4%,32.5%,46.8%,0.80
Best of 5,4,1,3,25.0%,7-10,41.2%,84-91,48.0%,2-1,66.7%,4,77.6%,18.0%,4.9%,2.2%,68.2%,66.3%,51.6%,61.6%,33.3%,48.3%,0.87
Best of 3,9,1,8,11.1%,4-16,20.0%,88-116,43.1%,1-3,25.0%,9,74.0%,13.0%,4.3%,2.1%,68.3%,65.9%,45.5%,59.4%,32.5%,46.8%,0.80
vs Righties,12,2,10,16.7%,11-24,31.4%,165-195,45.8%,3-4,42.9%,12,76.1%,15.6%,4.6%,2.1%,68.2%,66.2%,48.3%,60.5%,32.9%,47.7%,0.83
vs Lefties,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,66.7%,10.0%,4.8%,3.2%,69.4%,62.8%,47.4%,58.1%,32.8%,45.2%,0.78
vs Top 10,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,81.8%,9.1%,1.3%,1.3%,59.7%,67.4%,51.6%,61.0%,31.0%,46.6%,0.80
