Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Prague R32,W vs Knutson,71.9%,56.1%,6.1%,4/3,2.59,3.0%,74.3%,53.8%,4.3%,2.55,4.3%,85.7%,60.0%,11.4%,2.67,0.0%
2023 Roland Garros R128,L vs Ostapenko,80.8%,52.4%,12.8%,8/2,2.80,1.8%,75.0%,50.0%,12.5%,2.80,2.4%,91.7%,54.5%,13.9%,2.78,0.0%
2023 Australian Open R128,L vs Sabalenka,65.5%,36.1%,16.4%,7/2,3.03,6.7%,58.1%,22.2%,16.1%,2.98,8.7%,85.7%,50.0%,19.0%,3.21,0.0%
2022 Ostrava R16,W vs Kontaveit,81.6%,55.0%,20.4%,5/5,2.77,0.0%,82.4%,42.9%,17.6%,2.75,0.0%,85.7%,83.3%,28.6%,2.85,0.0%
2022 Indian Wells R64,L vs Badosa,63.1%,34.1%,10.8%,6/1,2.38,8.9%,57.5%,34.8%,10.0%,2.32,12.2%,94.7%,33.3%,15.8%,2.55,0.0%
2022 Australian Open R64,L vs Giorgi,55.7%,38.5%,12.9%,9/0,2.15,1.9%,56.3%,33.3%,18.8%,2.19,2.6%,77.8%,42.9%,11.1%,2.05,0.0%
2021 Indian Wells R64,L vs Svitolina,67.3%,33.3%,14.3%,6/1,2.46,6.3%,67.7%,28.6%,16.1%,2.54,7.9%,85.7%,41.7%,14.3%,2.14,0.0%
2021 Prague F,L vs Krejcikova,72.3%,41.2%,0.0%,0/0,2.57,16.2%,66.7%,40.9%,0.0%,2.42,20.0%,92.3%,41.7%,0.0%,3.21,0.0%
2021 Bogota R16,L vs Osorio,76.6%,47.5%,2.6%,0/2,2.32,20.7%,83.0%,41.0%,4.3%,2.45,33.3%,83.3%,60.0%,0.0%,2.10,0.0%
2021 Miami R64,L vs Andreescu,67.6%,42.0%,9.5%,4/3,2.49,1.5%,77.8%,45.7%,6.7%,2.48,2.1%,71.4%,33.3%,19.0%,2.50,0.0%
2021 Dubai R32,W vs Bertens,72.1%,49.0%,2.9%,2/0,2.67,4.9%,72.1%,41.9%,2.3%,2.54,7.7%,94.7%,61.1%,5.3%,2.91,0.0%
2019 St Petersburg R16,L vs Alexandrova,72.3%,46.8%,15.4%,7/3,2.67,0.0%,64.9%,25.0%,13.5%,2.58,0.0%,88.5%,69.6%,19.2%,2.83,0.0%
2015 ITF Wiesbaden F,L vs Sevastova,59.6%,51.6%,7.7%,2/2,2.48,5.3%,59.5%,45.5%,5.4%,2.51,7.1%,81.8%,66.7%,18.2%,2.38,0.0%
Career (13 matches),,70.0%,46.2%,9.7%,71.4%,2.54,5.9%,69.8%,41.0%,9.0%,2.53,8.2%,86.1%,53.9%,13.2%,2.56,0.0%
