Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,1,1,50.0%,2-3,40.0%,23-26,46.9%,0-0,-,2,68.0%,25.0%,0.6%,3.6%,84.4%,58.9%,50.0%,57.5%,38.4%,48.9%,0.90,R16 (Ostrava)
2025,2,2,0,100.0%,4-0,100.0%,24-8,75.0%,0-0,-,2,81.3%,68.8%,1.0%,1.0%,79.6%,67.9%,50.0%,64.3%,56.2%,59.8%,1.57,
2024,2,0,2,0.0%,1-4,20.0%,18-31,36.7%,1-0,100.0%,2,50.0%,20.8%,1.6%,7.0%,73.3%,55.5%,36.0%,50.3%,40.3%,45.4%,0.81,R32 (2x)
2023,19,5,14,26.3%,15-31,32.6%,197-243,44.8%,1-7,12.5%,19,59.4%,31.0%,2.0%,3.5%,73.0%,58.8%,41.1%,54.0%,43.1%,48.3%,0.94,QF (Prague)
2022,42,16,26,38.1%,36-57,38.7%,432-491,46.8%,7-13,35.0%,42,64.3%,29.4%,2.7%,4.2%,70.8%,61.0%,44.0%,56.0%,41.5%,48.7%,0.94,SF (Nottingham)
2021,46,26,20,56.5%,56-46,54.9%,494-465,51.5%,9-3,75.0%,44,64.8%,37.1%,2.3%,2.9%,69.4%,60.5%,48.1%,56.7%,44.5%,50.7%,1.03,F (Prague)
2020,11,5,6,45.5%,13-13,50.0%,121-121,50.0%,1-1,50.0%,11,63.4%,35.5%,1.6%,2.9%,74.2%,60.6%,42.6%,56.0%,42.5%,49.4%,0.97,SF (Istanbul)
2019,9,2,7,22.2%,6-16,27.3%,105-122,46.3%,0-4,0.0%,9,68.8%,30.4%,2.0%,3.6%,71.1%,61.3%,46.1%,56.9%,41.6%,49.3%,0.97,R16 (2x)
2018,8,1,7,12.5%,4-14,22.2%,65-98,39.9%,0-1,0.0%,8,53.0%,26.6%,0.9%,3.8%,68.4%,54.8%,43.6%,51.3%,38.9%,45.6%,0.80,R16 (Nanchang)
2017,12,5,7,41.7%,13-16,44.8%,120-145,45.3%,1-0,100.0%,12,62.8%,30.7%,1.6%,3.7%,66.8%,59.5%,45.2%,54.8%,41.6%,48.3%,0.92,SF (Gstaad)
2016,10,4,6,40.0%,11-14,44.0%,110-128,46.2%,2-1,66.7%,10,58.7%,32.5%,2.8%,2.9%,68.6%,57.4%,45.8%,53.8%,41.4%,47.7%,0.90,SF (Quebec City)
2015,3,2,1,66.7%,5-3,62.5%,43-35,55.1%,0-1,0.0%,3,56.4%,55.3%,1.8%,3.3%,76.9%,53.3%,50.8%,52.7%,48.5%,50.7%,1.03,QF (Florianopolis)
2014,3,0,3,0.0%,1-6,14.3%,24-39,38.1%,0-0,-,2,-,-,1.5%,3.7%,64.4%,48.3%,43.8%,46.7%,40.4%,43.9%,0.76,R32 (3x)
2013,3,1,2,33.3%,2-5,28.6%,32-36,47.1%,0-2,0.0%,2,-,-,1.3%,3.4%,72.5%,61.1%,46.3%,57.0%,47.6%,51.8%,1.11,R16 (Baku)
Career,172,70,102,40.7%,169-228,42.6%,1808-1988,47.6%,22-33,40.0%,168,62.9%,32.9%,2.1%,3.5%,70.8%,59.6%,45.1%,55.4%,42.8%,49.1%,0.96,
