Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Prague R32,W vs Knutson,0.0%,-,7.4%,46.7%,8.2%,15.7%,0.0%,3.3%,0.0%,0.0%,-,-109,-86
2023 Roland Garros R128,L vs Ostapenko,0.0%,-,1.9%,0.0%,6.2%,14.3%,0.0%,2.7%,25.0%,0.0%,-,-140,-77
2023 Australian Open R128,L vs Sabalenka,0.0%,-,6.0%,66.7%,15.6%,27.3%,100.0%,4.2%,0.0%,0.0%,-,-79,-37
2022 Ostrava R16,W vs Kontaveit,0.0%,-,2.0%,100.0%,20.4%,36.8%,100.0%,5.5%,0.0%,0.0%,-,-112,-79
2022 Indian Wells R64,L vs Badosa,0.0%,-,11.1%,53.3%,11.7%,20.0%,0.0%,1.1%,0.0%,0.0%,-,-58,-56
2022 Australian Open R64,L vs Giorgi,0.0%,-,2.1%,33.3%,4.2%,10.0%,0.0%,0.0%,0.0%,0.9%,50.0%,-126,-83
2021 Indian Wells R64,L vs Svitolina,0.0%,-,4.4%,40.0%,10.2%,20.8%,0.0%,7.0%,0.0%,1.3%,50.0%,-29,-14
2021 Prague F,L vs Krejcikova,0.0%,-,7.4%,42.9%,9.6%,26.3%,0.0%,0.0%,0.0%,0.0%,-,-53,-47
2021 Bogota R16,L vs Osorio,0.0%,-,17.4%,38.5%,12.4%,20.9%,0.0%,4.0%,0.0%,0.3%,100.0%,50,30
2021 Miami R64,L vs Andreescu,0.0%,-,7.2%,63.6%,6.2%,10.9%,0.0%,4.6%,14.3%,0.0%,-,-90,-87
2021 Dubai R32,W vs Bertens,0.0%,-,4.1%,40.0%,10.1%,25.0%,0.0%,10.8%,66.7%,0.4%,0.0%,-61,-67
2019 St Petersburg R16,L vs Alexandrova,0.0%,-,8.1%,40.0%,7.4%,19.2%,0.0%,8.0%,20.0%,1.4%,33.3%,-57,-38
2015 ITF Wiesbaden F,L vs Sevastova,0.0%,-,5.2%,40.0%,4.7%,0.0%,0.0%,2.2%,7.7%,0.7%,100.0%,-11,-28
Career (13 matches),,0.0%,-,6.7%,46.0%,9.4%,18.6%,16.7%,3.8%,7.1%,0.4%,50.0%,-69,-54
