Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,116,50,66,43.1%,120-152,44.1%,1219-1361,47.2%,15-21,41.7%,114,61.5%,33.1%,2.2%,3.6%,70.3%,59.4%,44.2%,54.9%,42.7%,48.8%,0.95
Clay,31,10,21,32.3%,25-44,36.2%,311-350,47.0%,3-4,42.9%,29,57.5%,38.3%,1.5%,3.7%,71.4%,56.3%,45.0%,53.1%,45.3%,49.2%,0.97
Grass,25,10,15,40.0%,24-32,42.9%,278-277,50.1%,4-8,33.3%,25,75.3%,26.5%,2.7%,2.6%,72.3%,64.5%,49.8%,60.4%,40.1%,50.4%,1.01
Grand Slams,18,4,14,22.2%,10-29,25.6%,168-219,43.4%,2-6,25.0%,18,67.4%,25.1%,2.0%,3.3%,71.6%,61.1%,41.2%,55.5%,40.1%,47.9%,0.90
Premiers,44,19,25,43.2%,44-57,43.6%,484-516,48.4%,9-12,42.9%,42,64.4%,32.9%,2.1%,2.9%,71.6%,60.3%,47.9%,56.8%,42.3%,49.5%,0.98
Internationals,99,42,57,42.4%,102-129,44.2%,1029-1138,47.5%,10-13,43.5%,97,61.4%,33.4%,2.1%,3.8%,70.2%,58.9%,45.4%,54.8%,43.0%,49.0%,0.95
Finals,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,0.0%,2.1%,70.8%,35.3%,64.3%,43.8%,31.9%,37.9%,0.57
Semi-finals,5,1,4,20.0%,3-7,30.0%,38-55,40.9%,1-0,100.0%,5,46.0%,31.9%,1.1%,4.1%,73.6%,51.1%,41.7%,48.6%,43.3%,46.2%,0.84
Quarter-finals,14,6,8,42.9%,16-16,50.0%,140-147,48.8%,2-1,66.7%,13,63.7%,33.8%,1.7%,3.6%,69.3%,61.1%,45.9%,56.5%,43.1%,49.6%,0.99
vs Righties,159,61,98,38.4%,148-217,40.5%,1636-1854,46.9%,18-30,37.5%,155,62.6%,32.1%,2.1%,3.4%,70.6%,59.4%,44.8%,55.1%,42.5%,48.8%,0.95
vs Lefties,11,7,4,63.6%,17-10,63.0%,144-116,55.4%,3-3,50.0%,11,63.8%,43.5%,2.1%,4.3%,72.4%,60.8%,47.6%,57.2%,46.5%,51.8%,1.09
vs Top 10,12,1,11,8.3%,4-22,15.4%,109-157,41.0%,1-6,14.3%,12,56.8%,26.7%,2.2%,3.5%,72.6%,58.8%,35.4%,52.4%,38.6%,45.9%,0.81
