Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,11,8,3,72.7%,17-7,70.8%,121-88,57.9%,0-1,0.0%,11,81.7%,33.0%,3.7%,1.5%,76.8%,68.6%,54.8%,65.4%,42.5%,53.9%,1.23,W (W75 Prague)
2025,13,5,8,38.5%,13-16,44.8%,126-125,50.2%,0-2,0.0%,13,60.6%,40.3%,2.0%,2.7%,76.7%,56.4%,49.7%,54.9%,45.7%,50.4%,1.01,R16 (5x)
2024,22,11,11,50.0%,26-22,54.2%,228-224,50.4%,3-1,75.0%,0,,,,,,,,,,,,SF (2x)
2023,11,6,5,54.5%,15-10,60.0%,130-122,51.6%,4-1,80.0%,5,58.1%,33.9%,1.5%,4.8%,69.5%,65.8%,32.8%,55.8%,44.1%,50.0%,1.00,F (W80 Zaragoza)
2021,6,3,3,50.0%,6-8,42.9%,65-69,48.5%,1-2,33.3%,1,42.9%,23.1%,1.9%,6.7%,66.7%,55.7%,31.4%,47.6%,43.5%,45.7%,0.83,QF (W25 Grenoble)
2019,23,16,7,69.6%,35-14,71.4%,266-189,58.5%,5-3,62.5%,3,43.8%,45.2%,1.3%,3.4%,73.0%,56.1%,32.8%,49.8%,47.2%,48.5%,0.94,W (W25 Essen)
2018,16,7,9,43.8%,15-18,45.5%,145-158,47.9%,2-1,66.7%,5,48.0%,51.0%,0.3%,3.2%,71.3%,53.8%,35.0%,48.4%,50.8%,49.6%,0.99,QF (2x)
2017,13,6,7,46.2%,15-17,46.9%,146-160,47.7%,1-2,33.3%,0,,,,,,,,,,,,QF (Andrezieux Boutheon $60K)
2016,15,5,10,33.3%,11-23,32.4%,141-174,44.8%,1-2,33.3%,0,,,,,,,,,,,,QF (3x)
2015,45,28,17,62.2%,61-39,61.0%,491-383,56.2%,2-4,33.3%,0,,,,,,,,,,,,W (Lenzerheide $25K)
2014,39,23,16,59.0%,50-39,56.2%,422-357,54.2%,3-4,42.9%,0,,,,,,,,,,,,W (Heraklion 10K)
2013,33,17,16,51.5%,37-38,49.3%,343-339,50.3%,5-2,71.4%,0,,,,,,,,,,,,F (Antalya 10K)
2012,32,19,13,59.4%,38-27,58.5%,315-274,53.5%,2-2,50.0%,0,,,,,,,,,,,,SF (3x)
2011,21,11,10,52.4%,22-22,50.0%,200-214,48.3%,4-2,66.7%,0,,,,,,,,,,,,QF (3x)
2010,5,1,4,20.0%,3-8,27.3%,33-56,37.1%,0-0,-,0,,,,,,,,,,,,R16 (Ain Elsokhna 10K)
Career,305,166,139,54.4%,364-308,54.2%,3172-2932,52.0%,33-29,53.2%,38,62.4%,38.6%,2.1%,3.0%,74.2%,60.6%,43.1%,56.1%,45.4%,50.8%,1.03,
