Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,14,6,8,42.9%,4,1,3,25.0%,2016,2024,R64,11,0.96,2.7%,2.7%,73.7%,56.7%,47.2%,54.2%,44.1%,56.2%,38.1%
Roland Garros,9,Clay,13,4,9,30.8%,2,1,1,50.0%,2016,2024,R64,9,0.96,1.6%,2.7%,72.3%,57.7%,44.8%,54.1%,43.9%,57.1%,41.5%
Wimbledon,8,Grass,14,6,8,42.9%,4,2,2,50.0%,2016,2024,R32,11,1.03,1.3%,2.9%,74.3%,64.0%,46.1%,59.4%,42.0%,60.8%,33.3%
US Open,8,Hard,15,7,8,46.7%,4,1,3,25.0%,2015,2023,R128,11,0.92,1.6%,3.8%,70.6%,60.2%,42.7%,55.1%,41.2%,60.0%,43.8%
Ostrava,4,Hard,11,7,4,63.6%,7,6,1,85.7%,2020,2026,QF,9,1.00,1.2%,2.3%,77.1%,59.9%,45.2%,56.5%,43.5%,53.2%,41.8%
Prague,10,Hard,20,10,10,50.0%,2,0,2,0.0%,2016,2025,F,20,0.98,2.1%,2.9%,69.7%,57.8%,45.2%,54.0%,45.1%,46.9%,44.7%
Birmingham,4,Grass,12,8,4,66.7%,4,3,1,75.0%,2021,2024,QF,12,1.16,3.8%,2.7%,70.4%,68.4%,47.0%,62.0%,44.0%,53.4%,42.2%
Dubai,4,Hard,10,6,4,60.0%,3,1,2,33.3%,2020,2024,R16,10,1.03,2.2%,3.9%,72.3%,62.6%,45.6%,57.9%,43.4%,53.7%,43.6%
Auckland,4,Hard,10,6,4,60.0%,2,2,0,100.0%,2016,2024,R32,10,1.05,2.9%,4.1%,71.2%,57.9%,45.9%,54.5%,48.0%,56.2%,53.3%
Eastbourne,2,Grass,4,1,3,25.0%,4,0,4,0.0%,2022,2023,R32,4,0.96,1.8%,2.0%,76.8%,61.1%,47.3%,57.9%,40.6%,67.3%,51.7%
