Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Davis Cup Qualifiers RR,L vs Van De Zandschulp,3.1,3.2,2.9,49.3%,47.6%,38.5%,33.3%,58.9%,9.3%,9.0,8.0,-8.5,-10.9
2024 Davis Cup Qualifiers RR,L vs Griekspoor,3.2,3.5,2.8,51.0%,37.1%,33.3%,57.1%,49.7%,13.1%,0.5,0.7,-1.5,-2.3
2023 US Open R128,L vs Hurkacz,3.3,3.4,3.1,45.5%,44.0%,52.9%,52.6%,48.4%,16.7%,5.5,3.9,-4.0,-2.7
2023 Miami R64,L vs Paul,3.3,3.6,3.0,47.2%,48.7%,25.0%,33.3%,59.6%,12.8%,4.5,4.3,-3.0,-4.5
2023 Rotterdam R32,L vs Brouwer,3.8,3.7,3.8,48.8%,44.8%,33.3%,18.2%,64.9%,27.7%,-3.0,-2.6,-5.5,-11.7
2023 Montpellier R16,L vs Rune,3.5,3.3,3.8,44.1%,40.0%,44.4%,44.4%,56.7%,16.2%,0.0,0.0,-6.0,-10.9
2023 Australian Open R128,L vs Millman,4.2,3.6,4.7,52.2%,47.9%,21.7%,42.1%,55.2%,18.5%,5.0,1.7,-4.5,-2.3
2022 Sofia F,W vs Rune,3.3,3.2,3.4,49.5%,51.6%,55.6%,77.8%,50.9%,9.5%,10.5,12.8,2.5,3.3
2022 Winston Salem QF,W vs Draper,4.0,3.4,4.5,51.5%,56.0%,58.3%,55.6%,59.6%,15.3%,13.5,14.1,-2.0,-3.4
2020 Ismaning CH F,W vs Van De Zandschulp,2.3,2.3,2.3,45.3%,69.7%,50.0%,0.0%,45.2%,17.6%,7.0,11.9,2.0,2.7
2020 Sibiu CH F,W vs Etcheverry,4.0,4.5,3.4,63.7%,56.0%,50.0%,7.1%,69.3%,13.6%,14.0,10.8,5.0,9.1
2019 Gstaad R32,L vs Istomin,3.7,4.1,3.3,44.6%,44.7%,54.5%,44.4%,66.0%,25.0%,-5.0,-4.1,2.0,3.9
Career (12 matches),,3.4,3.4,3.4,49.0%,48.5%,41.5%,41.3%,56.6%,16.4%,5.1,4.4,-2.0,-2.4
