Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Davis Cup RR,L vs Van De Zandschulp,18% (3/17),100% (3/3),0/3,31% (5/16),40% (2/5),2/2,0/0,2/2,0/0,1/1
2024 Davis Cup RR,L vs Griekspoor,17% (2/12),50% (1/2),1/1,8% (1/12),0% (0/1),1/1,0/0,2/2,0/0,0/0
2023 US Open R128,L vs Hurkacz,16% (4/25),100% (4/4),0/5,40% (10/25),40% (4/10),2/4,2/3,3/4,0/1,1/1
2023 Wimbledon R128,L vs Watanuki,17% (5/29),40% (2/5),0/2,14% (4/28),50% (2/4),2/2,1/1,5/5,0/0,1/1
2023 Miami R64,L vs Paul,13% (2/16),100% (2/2),1/3,33% (5/15),40% (2/5),2/2,1/1,2/2,0/0,0/0
2023 Rotterdam R32,L vs Brouwer,9% (1/11),0% (0/1),0/2,30% (3/10),33% (1/3),0/0,0/0,1/1,0/0,0/0
2023 Montpellier R16,L vs Rune,10% (1/10),0% (0/1),0/2,40% (4/10),50% (2/4),0/0,0/0,3/3,0/0,1/1
2023 Australian Open R128,L vs Millman,19% (5/27),20% (1/5),0/4,31% (8/26),38% (3/8),1/1,0/1,3/4,0/0,1/1
2022 Sofia F,W vs Rune,18% (2/11),50% (1/2),0/0,27% (3/11),100% (3/3),1/1,1/1,2/2,0/0,0/0
2022 US Open R128,L vs Shapovalov,27% (6/22),50% (3/6),0/4,23% (5/22),20% (1/5),2/2,1/1,1/1,0/0,0/0
2022 Winston-Salem QF,W vs Draper,40% (4/10),75% (3/4),1/1,10% (1/10),0% (0/1),2/3,2/2,0/0,1/1,0/0
2022 Wimbledon R128,L vs Grenier,24% (6/25),50% (3/6),0/2,19% (5/26),20% (1/5),2/3,1/1,2/4,0/0,0/1
2020 Ismaning CH F,W vs Van De Zandschulp,33% (6/18),50% (3/6),1/2,17% (3/18),33% (1/3),3/3,1/1,3/3,1/1,1/1
2020 Sibiu CH F,W vs Etcheverry,56% (5/9),100% (5/5),0/1,44% (4/9),75% (3/4),2/3,0/0,0/0,0/0,0/0
2019 Kitzbuhel Q1,L vs Bachinger,0% (0/9),- (0/0),0/2,50% (4/8),25% (1/4),0/0,0/0,1/2,0/0,1/1
2019 Gstaad R32,L vs Istomin,36% (4/11),25% (1/4),0/2,40% (4/10),50% (2/4),0/1,0/0,0/0,0/0,0/0
2019 Antalya Q2,L vs Aragone,11% (1/9),0% (0/1),0/3,38% (3/8),0% (0/3),0/0,0/0,2/2,0/0,1/1
2019 Almaty CH R16,L vs Vilella Martinez,11% (1/9),100% (1/1),0/3,63% (5/8),20% (1/5),0/1,0/0,1/2,0/0,0/0
2019 Aix En Provence CH R64,L vs Martineau,18% (2/11),50% (1/2),0/2,30% (3/10),33% (1/3),0/1,0/0,1/1,0/0,0/0
2019 Puerto Vallarta CH R32,L vs Quiroz,20% (2/10),50% (1/2),1/3,56% (5/9),40% (2/5),0/1,0/0,1/1,0/0,0/0
2024 (2 matches),,17.2%,80.0%,25.0%,21.4%,33.3%,100.0%,-,100.0%,-,100.0%
2023 (6 matches),,15.3%,50.0%,5.6%,29.8%,41.2%,77.8%,66.7%,89.5%,0.0%,100.0%
2022 (4 matches),,26.5%,55.6%,14.3%,20.3%,35.7%,77.8%,100.0%,71.4%,100.0%,0.0%
2020 (2 matches),,40.7%,72.7%,33.3%,25.9%,57.1%,83.3%,100.0%,100.0%,100.0%,100.0%
2019 (26 matches),,26.9%,62.3%,9.5%,30.1%,38.8%,80.0%,87.5%,75.6%,85.7%,82.4%
Career (47 matches),,23.8%,59.4%,9.0%,29.1%,38.4%,80.8%,86.7%,80.2%,81.8%,82.1%
