Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),219,258,240,1525,215,1500,199,1509,171,1477,,,,
2025,243,229,250,1515,227,1489,203,1504,177,1472,,,,
2024,159,376,153,1625,137,1587,147,1575,117,1552,387,145,,
2023,194,312,190,1554,167,1530,181,1514,126,1536,,,,
2022,56,818,62,1769,65,1708,68,1693,65,1643,,,,
2021,186,357,182,1568,178,1523,152,1558,194,1446,,,,
2020,148,444,88,1701,92,1624,95,1626,,,,,,
2019,277,148,344,1389,319,1371,336,1337,219,1399,213,315,,
2018,371,48,,,,,,,,,206,311,,
2017,600,46,,,,,,,,,320,180,,
2016,1019,11,,,,,,,,,1227,16,,
2015,,,,,,,,,,,1301,16,,
2014,1555,2,,,,,,,,,,,,
