Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2024 Davis Cup RR,L vs Van De Zandschulp,81% (13/16),75% (3/4),1/1,0/0,67% (6/9),1/3,0/1,50% (3/6),33% (2/6)
2024 Davis Cup RR,L vs Griekspoor,73% (11/15),33% (1/3),0/0,0/0,50% (1/2),2/4,1/2,40% (4/10),20% (2/10)
2023 US Open R128,L vs Hurkacz,83% (19/23),57% (4/7),2/2,0/0,54% (7/13),0/3,0/1,0% (0/4),0% (0/3)
2023 Wimbledon R128,L vs Watanuki,60% (26/43),29% (2/7),2/6,0/1,50% (2/4),1/4,0/1,59% (10/17),29% (5/17)
2023 Miami R64,L vs Paul,100% (12/12),67% (2/3),1/1,0/0,67% (6/9),0/2,0/1,- (0/0),- (0/0)
2023 Rotterdam R32,L vs Brouwer,73% (8/11),0% (0/1),0/0,0/0,60% (3/5),1/3,1/2,- (0/0),- (0/0)
2023 Montpellier R16,L vs Rune,53% (8/15),0% (0/2),0/0,0/0,71% (5/7),0/2,0/1,50% (3/6),33% (2/6)
2023 Australian Open R128,L vs Millman,62% (21/34),20% (1/5),2/4,0/0,55% (6/11),6/9,2/3,79% (11/14),46% (6/13)
2022 Sofia F,W vs Rune,69% (11/16),25% (1/4),2/3,1/2,100% (4/4),4/4,0/0,78% (7/9),33% (3/9)
2022 US Open R128,L vs Shapovalov,75% (18/24),38% (3/8),2/3,0/0,56% (5/9),2/5,1/2,- (0/0),- (0/0)
2022 Winston-Salem QF,W vs Draper,90% (9/10),60% (3/5),2/4,1/3,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2022 Wimbledon R128,L vs Grenier,69% (22/32),43% (3/7),2/6,0/0,64% (7/11),2/5,2/3,60% (6/10),11% (1/9)
2020 Ismaning CH F,W vs Van De Zandschulp,64% (16/25),38% (3/8),2/4,1/3,50% (2/4),2/3,0/0,70% (7/10),33% (3/9)
2020 Sibiu CH F,W vs Etcheverry,47% (8/17),50% (5/10),2/5,1/1,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2019 Kitzbuhel Q1,L vs Bachinger,100% (5/5),- (0/0),0/0,0/0,50% (3/6),3/5,2/3,- (0/0),- (0/0)
2019 Gstaad R32,L vs Istomin,57% (8/14),25% (1/4),0/0,0/0,67% (4/6),0/2,0/1,0% (0/3),0% (0/4)
2019 Antalya Q2,L vs Aragone,63% (5/8),0% (0/2),0/0,0/0,25% (1/4),2/4,2/3,- (0/0),- (0/0)
2019 Almaty CH R16,L vs Vilella Martinez,50% (4/8),100% (1/1),0/0,0/0,43% (3/7),1/3,0/1,- (0/0),- (0/0)
2019 Aix En Provence CH R64,L vs Martineau,57% (8/14),33% (1/3),0/2,0/0,33% (1/3),1/3,1/2,71% (5/7),14% (1/7)
2019 Puerto Vallarta CH R32,L vs Quiroz,75% (6/8),50% (1/2),0/0,0/0,73% (8/11),5/7,1/2,- (0/0),- (0/0)
2024 (2 matches),,77.4%,57.1%,100.0%,-,63.6%,42.9%,33.3%,43.8%,25.0%
2023 (6 matches),,68.1%,36.0%,53.8%,0.0%,59.2%,34.8%,33.3%,58.5%,33.3%
2022 (4 matches),,73.2%,41.7%,50.0%,40.0%,64.0%,57.1%,60.0%,68.4%,22.2%
2020 (2 matches),,57.1%,44.4%,44.4%,50.0%,72.7%,66.7%,-,70.0%,33.3%
2019 (26 matches),,64.8%,40.7%,61.9%,54.5%,64.9%,43.9%,56.3%,69.5%,22.0%
Career (47 matches),,66.7%,39.5%,53.8%,51.4%,63.2%,45.2%,49.1%,65.9%,26.2%
