Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 Davis Cup RR,L vs Van De Zandschulp,0.99,0.81,56.0,5.0,5.7%,62.3%,14.0%,66.0%,25.0%,34.1%
2024 Davis Cup RR,L vs Griekspoor,0.88,0.71,56.2,2.3,7.3%,65.9%,19.4%,69.4%,25.6%,27.0%
2023 US Open R128,L vs Hurkacz,0.97,0.76,34.9,39.0,3.8%,53.8%,11.6%,69.6%,28.9%,32.3%
2023 Wimbledon R128,L vs Watanuki,0.92,0.95,45.5,8.5,18.5%,72.8%,16.0%,69.1%,29.7%,30.1%
2023 Miami R64,L vs Paul,1.02,0.74,58.9,4.4,11.1%,57.8%,5.1%,69.2%,30.2%,22.2%
2023 Rotterdam R32,L vs Brouwer,0.90,0.65,52.2,2.1,15.2%,54.5%,10.0%,70.0%,32.4%,21.9%
2023 Montpellier R16,L vs Rune,1.09,0.57,53.1,2.8,2.4%,63.4%,2.6%,55.3%,25.8%,15.4%
2023 Australian Open R128,L vs Millman,0.96,0.85,48.4,4.7,6.7%,68.5%,17.3%,64.2%,26.1%,34.2%
2022 Sofia F,W vs Rune,1.14,1.21,64.6,2.0,7.3%,65.9%,12.8%,76.9%,35.1%,25.7%
2022 US Open R128,L vs Shapovalov,0.78,0.83,41.1,4.4,10.4%,65.7%,10.3%,72.4%,38.2%,27.4%
2022 Winston-Salem QF,W vs Draper,1.18,1.63,50.9,2.5,10.7%,75.0%,12.5%,70.8%,40.6%,33.3%
2022 Wimbledon R128,L vs Grenier,0.94,0.80,49.8,2.9,5.7%,69.3%,7.5%,62.5%,20.5%,38.9%
2020 Ismaning CH F,W vs Van De Zandschulp,1.21,1.14,73.2,8.3,8.3%,63.3%,25.5%,69.1%,31.1%,32.8%
2020 Sibiu CH F,W vs Etcheverry,1.05,1.34,62.7,2.7,2.7%,59.5%,2.8%,61.1%,47.1%,54.5%
2019 Kitzbuhel Q1,L vs Bachinger,0.75,0.41,31.4,2.0,-,58.3%,-,50.0%,17.9%,33.3%
2019 Gstaad R32,L vs Istomin,0.92,0.71,56.7,2.3,-,54.1%,-,64.7%,32.4%,30.3%
2019 Antalya Q2,L vs Aragone,0.79,0.50,38.7,2.1,-,65.2%,-,45.0%,35.7%,19.2%
2019 Almaty CH R16,L vs Vilella Martinez,0.82,0.56,35.1,2.0,-,61.5%,-,46.2%,33.3%,29.2%
2019 Aix En Provence CH R64,L vs Martineau,0.87,0.73,58.0,2.1,0.0%,66.7%,3.2%,64.5%,22.2%,36.4%
2019 Puerto Vallarta CH R32,L vs Quiroz,0.88,0.65,46.5,2.1,3.1%,56.3%,6.7%,53.3%,33.3%,33.3%
2024 (2 matches),,0.94,0.76,56.1,3.2,6.4%,63.8%,16.3%,67.4%,25.3%,30.9%
2023 (6 matches),,0.97,0.79,46.9,4.3,9.8%,63.5%,12.1%,66.6%,28.6%,28.7%
2022 (4 matches),,0.97,0.98,50.0,2.7,8.0%,68.3%,10.0%,69.2%,31.4%,32.2%
2020 (2 matches),,1.15,1.24,69.3,4.0,6.2%,61.9%,16.5%,65.9%,36.8%,40.7%
2019 (26 matches),,1.04,0.98,51.6,2.6,7.3%,63.1%,7.6%,65.4%,33.2%,34.2%
Career (47 matches),,1.00,0.92,52.4,2.8,8.0%,63.8%,9.5%,66.0%,31.5%,33.0%
