Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Davis Cup Qualifiers RR,L vs Van De Zandschulp,9.7%,77.8%,18.5%,58.3%,21.3%,25.0%,5.6%,8.7%,0.0%,1.0%,0.0%,51,51
2024 Davis Cup Qualifiers RR,L vs Griekspoor,11.9%,62.5%,15.0%,56.5%,11.3%,20.0%,0.0%,10.0%,25.0%,1.2%,0.0%,-50,-9
2023 US Open R128,L vs Hurkacz,16.3%,63.6%,16.3%,70.2%,15.4%,20.7%,0.0%,12.0%,15.8%,0.0%,-,39,57
2023 Miami R64,L vs Paul,19.5%,60.0%,16.6%,63.0%,10.2%,19.0%,0.0%,4.8%,0.0%,0.5%,0.0%,21,25
2023 Rotterdam R32,L vs Brouwer,9.1%,60.0%,12.4%,62.5%,10.5%,22.2%,0.0%,8.8%,0.0%,0.0%,-,-55,-11
2023 Montpellier R16,L vs Rune,28.6%,63.6%,28.7%,53.8%,15.5%,27.8%,0.0%,3.2%,0.0%,0.6%,0.0%,-12,-1
2023 Australian Open R128,L vs Millman,20.0%,60.0%,18.2%,62.9%,12.8%,21.2%,0.0%,7.9%,17.6%,0.7%,0.0%,-22,9
2022 Sofia F,W vs Rune,20.8%,40.0%,21.1%,62.5%,21.8%,23.5%,10.0%,9.8%,16.7%,0.6%,100.0%,3,12
2022 Winston Salem QF,W vs Draper,23.9%,81.8%,21.1%,70.8%,20.6%,15.4%,0.0%,2.0%,11.1%,1.1%,0.0%,-6,8
2020 Ismaning CH F,W vs Van De Zandschulp,7.3%,57.1%,11.1%,61.5%,31.4%,41.2%,0.0%,22.6%,25.0%,0.6%,0.0%,81,101
2020 Sibiu CH F,W vs Etcheverry,8.5%,66.7%,18.6%,57.7%,13.2%,21.4%,5.0%,10.8%,0.0%,3.7%,25.0%,76,69
2019 Gstaad R32,L vs Istomin,10.8%,57.1%,18.4%,57.7%,11.4%,10.5%,6.3%,10.0%,25.0%,1.5%,0.0%,55,49
Career (12 matches),,15.6%,61.8%,17.6%,61.7%,15.2%,22.2%,2.7%,9.1%,12.5%,0.9%,12.0%,13,31
