Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Davis Cup Qualifiers RR,L vs Van De Zandschulp,34.0%,48.5%,46.3%,42.1%,42.9%,61.9%,55.6%,56.2%,58.6%,44.1%,66.7%,20.5%,28.2%,35.5%,-41
2024 Davis Cup Qualifiers RR,L vs Griekspoor,44.2%,51.9%,41.9%,50.5%,51.0%,61.2%,54.2%,61.0%,50.0%,48.5%,100.0%,32.1%,35.7%,26.3%,-79
2023 US Open R128,L vs Hurkacz,32.0%,44.9%,46.7%,39.9%,41.8%,59.3%,56.6%,54.5%,32.4%,49.1%,33.3%,18.8%,25.0%,33.3%,59
2023 Miami R64,L vs Paul,31.0%,42.9%,48.2%,39.8%,39.6%,58.5%,59.4%,53.6%,57.7%,48.1%,40.0%,17.2%,17.2%,33.3%,19
2023 Rotterdam R32,L vs Brouwer,38.1%,49.2%,39.5%,42.2%,48.7%,59.0%,35.0%,55.4%,38.1%,44.4%,50.0%,21.7%,34.8%,44.4%,-16
2023 Montpellier R16,L vs Rune,30.4%,44.3%,41.8%,35.8%,39.1%,50.0%,46.4%,48.5%,42.9%,48.0%,40.0%,18.2%,36.4%,37.0%,-79
2023 Australian Open R128,L vs Millman,34.1%,50.6%,49.5%,41.7%,46.2%,60.6%,46.4%,58.6%,37.2%,42.6%,83.3%,15.4%,35.4%,52.7%,-56
2022 Sofia F,W vs Rune,33.8%,46.3%,56.6%,42.0%,38.0%,50.0%,61.3%,51.2%,59.1%,39.3%,0.0%,26.7%,40.0%,50.0%,-79
2022 Winston Salem QF,W vs Draper,34.6%,50.0%,60.6%,43.1%,45.5%,57.6%,66.7%,58.8%,31.3%,52.9%,-,16.7%,38.9%,53.3%,1
2020 Ismaning CH F,W vs Van De Zandschulp,46.1%,53.9%,39.0%,50.9%,52.6%,59.2%,41.7%,59.9%,31.0%,38.3%,-,36.1%,47.2%,34.8%,37
2020 Sibiu CH F,W vs Etcheverry,24.7%,42.5%,50.0%,32.5%,36.6%,58.5%,50.0%,50.5%,78.9%,36.4%,0.0%,10.3%,24.1%,50.0%,-15
2019 Gstaad R32,L vs Istomin,26.8%,36.6%,45.1%,30.7%,38.1%,42.9%,42.3%,44.8%,31.6%,43.5%,0.0%,10.7%,28.6%,48.0%,-27
Career (12 matches),,34.4%,47.2%,47.0%,41.3%,43.8%,57.4%,51.3%,55.0%,44.7%,44.4%,43.9%,20.2%,32.5%,42.0%,-5
