Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,51,22,29,43.1%,60-72,45.5%,662-688,49.0%,13-15,46.4%,46,84.4%,14.4%,11.1%,2.7%,62.1%,74.4%,52.2%,66.0%,32.3%,49.3%,0.95
Clay,26,8,18,30.8%,25-40,38.5%,313-352,47.1%,7-9,43.8%,26,76.2%,18.4%,8.7%,3.6%,57.2%,70.2%,52.7%,62.7%,35.3%,49.0%,0.95
Grass,8,2,6,25.0%,9-14,39.1%,124-126,49.6%,3-7,30.0%,8,89.4%,11.5%,13.2%,4.9%,56.6%,78.9%,54.2%,68.2%,31.4%,49.7%,0.99
Grand Slams,6,0,6,0.0%,10-18,35.7%,134-158,45.9%,4-4,50.0%,6,83.4%,9.0%,10.2%,4.9%,60.2%,75.3%,52.1%,66.1%,29.7%,48.0%,0.88
Masters,8,2,6,25.0%,9-13,40.9%,111-118,48.5%,2-4,33.3%,8,75.2%,23.7%,8.2%,2.6%,59.8%,69.5%,51.1%,62.1%,35.1%,48.6%,0.93
Other Tours,59,25,34,42.4%,61-79,43.6%,702-739,48.7%,15-18,45.5%,59,83.6%,14.4%,10.8%,3.1%,59.6%,74.2%,53.1%,65.7%,33.3%,49.6%,0.97
Best of 5,7,0,7,0.0%,12-21,36.4%,160-184,46.5%,4-5,44.4%,7,82.9%,11.1%,10.4%,4.8%,60.3%,74.4%,51.8%,65.5%,31.2%,48.4%,0.90
Best of 3,78,32,46,41.0%,82-105,43.9%,939-982,48.9%,19-26,42.2%,73,82.3%,16.1%,10.7%,2.9%,59.9%,73.4%,52.8%,65.1%,33.5%,49.4%,0.96
Finals,1,1,0,100.0%,2-0,100.0%,13-10,56.5%,1-0,100.0%,1,100.0%,9.1%,8.8%,0.0%,62.5%,76.0%,63.3%,71.3%,30.6%,52.0%,1.06
Semi-finals,3,1,2,33.3%,3-4,42.9%,38-42,47.5%,1-2,33.3%,3,84.2%,12.8%,7.5%,4.3%,56.9%,75.0%,48.8%,63.7%,32.6%,48.5%,0.90
Quarter-finals,4,3,1,75.0%,6-3,66.7%,53-44,54.6%,1-2,33.3%,4,91.3%,20.8%,15.9%,2.8%,61.7%,76.5%,57.7%,69.3%,35.1%,51.4%,1.14
vs Righties,73,27,46,37.0%,80-111,41.9%,957-1021,48.4%,21-28,42.9%,69,82.6%,15.2%,10.5%,3.1%,60.1%,73.7%,52.2%,65.1%,33.0%,49.2%,0.95
vs Lefties,12,5,7,41.7%,14-15,48.3%,142-145,49.5%,2-3,40.0%,11,81.6%,15.8%,11.7%,4.3%,58.6%,73.0%,55.3%,65.7%,33.9%,49.5%,0.99
vs Top 10,2,0,2,0.0%,1-4,20.0%,23-31,42.6%,1-1,50.0%,2,84.6%,0.0%,8.5%,0.6%,62.5%,71.8%,56.1%,65.9%,19.4%,45.4%,0.57
