Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Championships,2,Grass,8,6,2,75.0%,0,0,0,-,1960,1965,F,0,,,,,,,,,,
Roland Garros,10,Clay,40,30,10,75.0%,0,0,0,-,1958,1976,F,0,,,,,,,,,,
Wimbledon,12,Grass,59,50,9,84.7%,0,0,0,-,1958,1977,W,0,,,,,,,,,,
US Open,12,Clay,56,48,8,85.7%,0,0,0,-,1958,1977,W,0,,,,,,,,,,
Fed Cup,3,,4,2,2,50.0%,0,0,0,-,1965,1977,,0,,,,,,,,,,
Beckenham,7,Grass,29,23,6,79.3%,0,0,0,-,1966,1977,F,0,,,,,,,,,,
Rome,7,Clay,28,23,5,82.1%,0,0,0,-,1958,1976,W,0,,,,,,,,,,
Los Angeles Pac Southwest,7,Hard,27,21,6,77.8%,0,0,0,-,1958,1965,W,0,,,,,,,,,,
Caracas,7,Hard,26,23,3,88.5%,0,0,0,-,1969,1969,W,0,,,,,,,,,,
Barranquilla,7,Grass,23,18,5,78.3%,0,0,0,-,1957,1963,W,0,,,,,,,,,,
Berkeley,6,Hard,24,19,5,79.2%,0,0,0,-,1958,1968,W,0,,,,,,,,,,
