Date,Tournament,Surface,Rd,,Score
26-Jun-1967,Wimbledon,Grass,F,(1) Billie Jean King [USA] / Owen Davidson [AUS] d. (2) Bueno / Ken Fletcher [AUS],7-5 6-2
13-Mar-1967,Johannesburg,Hard,F,Billie Jean King [USA] / Owen Davidson [AUS] d. Bueno / Ken Fletcher [AUS],6-1 6-3
01-Aug-1966,Hamburg,Clay,F,Margaret Court / John Newcombe [AUS] d. Bueno / Fred Stolle [AUS],4-6 7-5 6-3
17-May-1965,Roland Garros,Clay,F,Margaret Court / Ken Fletcher [AUS] d. Bueno / John Newcombe [AUS],6-4 6-4
30-Jul-1964,Baden,Clay,F,Bueno / Ingo Buding [GER] d. Norma Baylon [ARG] / Jose Luis Arilla [ESP],4-6 7-5 6-3
04-May-1964,Rome,Clay,F,Margaret Court / John Newcombe [AUS] d. Bueno / Thomaz Koch [BRA],3-6 7-5 6-2
12-Jun-1963,Nottingham,Grass,F,Bueno / Bob Howe [AUS] d. Darlene Hard [USA] / Tony Pickard [GBR],6-2 2-6 6-2
28-May-1963,Casablanca,Clay,F,Vera Sukova / Jiri Javorsky [TCH] d. Bueno / Roy Emerson [AUS],6-4 7-5
22-Apr-1963,Sao Paulo Pan-Am Games,Clay,F,Yola Ramirez / Pancho Contreras [MEX] d. Bueno / Thomaz Koch [BRA],6-2 6-3
30-Jul-1962,Hamburg,Clay,F,Bueno / Bob Howe [AUS] d. Lesley Turner / Ken Fletcher [AUS],9-7 6-1
23-Jul-1962,Hilversum,Clay,F,Judy Tegart [AUS] / Ed Rubinoff [USA] d. Bueno / Bob Howe [AUS],6-2 6-2
16-Jul-1962,Bastad,Clay,F,Bueno / Pedro Bueno Neto [BRA] d. Kaija Horsma / Reino Nyyssonen [FIN],6-3 6-1
18-Jun-1962,Queen's Club,Grass,F,Bueno / Bob Howe [AUS] d. Caroline Yates Bell / Mike Hann [GBR],6-3 6-2
28-May-1962,Bielefeld,Clay,F,Renata Ostermann [FRG] / Jaroslav Drobny [TCH] d. Bueno / Pedro Bueno Neto [BRA],6-3 6-2
28-Apr-1961,Vienna,Clay,F,Darlene Hard [USA] / Laci Legenstein [AUT] d. Bueno / Nicola Pietrangeli [ITA],7-5 1-6 7-5
02-Sep-1960,US National Championships,Grass,F,Margaret Osborne Dupont [USA] / Neale Fraser [AUS] d. Bueno / Tony Palafox [MEX],6-3 6-2
20-Jun-1960,Wimbledon,Grass,F,(1) Darlene Hard [USA] / Rod Laver [AUS] d. (2) Bueno / Bob Howe [AUS],13-11 3-6 8-6
17-May-1960,Roland Garros,Clay,F,(2) Bueno / Bob Howe [AUS] d. Ann Jones [GBR] / Roy Emerson [AUS],1-6 6-1 6-2
22-Jun-1959,Wimbledon,Grass,F,(3) Darlene Hard [USA] / Rod Laver [AUS] d. (2) Bueno / Neale Fraser [AUS],6-4 6-3
29-Aug-1958,US National Championships,Grass,F,Margaret Osborne Dupont [USA] / Neale Fraser [AUS] d. Bueno / Alejandro Olmedo [PER],6-4 3-6 9-7
