Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1977,,,49,1690,39,1602,58,1600,37,1643,,,,
1976,,,56,1684,45,1602,68,1595,39,1624,,,,
1975,,,67,1657,45,1597,69,1595,,,,,,
1968,,,5,2135,3,1953,5,2013,3,2078,,,,
1967,,,2,2129,2,1948,2,2020,2,2058,,,,
1966,,,2,2178,3,1967,2,2050,2,2096,,,,
1965,,,3,2121,4,1904,3,2009,3,2041,,,,
1964,,,2,2169,2,1982,2,2052,2,2088,,,,
1963,,,3,2055,2,1870,2,1963,3,1964,,,,
1962,,,3,2013,3,1826,3,1974,2,1974,,,,
1961,,,1,2149,1,1925,1,2034,,,,,,
1960,,,1,2097,2,1840,2,1971,1,2026,,,,
1959,,,4,1981,3,1774,6,1882,1,1930,,,,
1958,,,9,1921,11,1688,9,1862,5,1837,,,,
1957,,,58,1563,28,1402,48,1491,64,1437,,,,
