Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,171,133,38,77.8%,281-91,75.5%,2033-1255,61.8%,2-1,66.7%,0,,,,,,,,,,,
Clay,291,226,65,77.7%,478-166,74.2%,3488-2109,62.3%,0-0,-,0,,,,,,,,,,,
Grass,313,265,48,84.7%,549-129,81.0%,3819-2104,64.5%,2-0,100.0%,0,,,,,,,,,,,
Carpet,7,3,4,42.9%,6-11,35.3%,63-87,42.0%,1-0,100.0%,0,,,,,,,,,,,
Grand Slams,162,133,29,82.1%,280-91,75.5%,2034-1295,61.1%,0-0,-,0,,,,,,,,,,,
Finals,118,66,52,55.9%,157-119,56.9%,1381-1249,52.5%,0-0,-,0,,,,,,,,,,,
Semi-finals,167,119,48,71.3%,257-121,68.0%,2052-1533,57.2%,0-0,-,0,,,,,,,,,,,
Quarter-finals,182,151,31,83.0%,314-76,80.5%,2154-1198,64.3%,0-0,-,0,,,,,,,,,,,
vs Righties,414,287,127,69.3%,623-319,66.1%,4924-3808,56.4%,6-1,85.7%,0,,,,,,,,,,,
vs Lefties,53,40,13,75.5%,84-36,70.0%,658-475,58.1%,0-0,-,0,,,,,,,,,,,
