Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,23,4,19,17.4%,11-40,21.6%,188-273,40.8%,0-4,0.0%,15,46.9%,29.0%,0.9%,4.9%,65.8%,53.8%,42.5%,49.9%,43.8%,47.0%,0.87
Clay,77,37,40,48.1%,88-92,48.9%,841-824,50.5%,8-12,40.0%,53,52.4%,31.8%,1.0%,3.9%,65.5%,57.2%,48.3%,54.1%,46.6%,50.4%,1.02
Grass,3,0,3,0.0%,0-6,0.0%,17-36,32.1%,0-0,-,3,-,-,3.5%,6.4%,60.1%,49.0%,40.6%,45.7%,41.6%,43.5%,0.77
Grand Slams,13,1,12,7.7%,4-25,13.8%,104-165,38.7%,0-1,0.0%,11,-,-,2.0%,5.1%,63.1%,50.3%,43.5%,47.8%,44.6%,46.2%,0.85
Premiers,7,2,5,28.6%,6-11,35.3%,81-91,47.1%,0-1,0.0%,7,-,-,1.3%,3.2%,66.8%,57.0%,48.4%,54.1%,43.6%,48.8%,0.95
Internationals,78,37,41,47.4%,87-94,48.1%,833-825,50.2%,8-13,38.1%,49,49.1%,30.2%,0.9%,4.2%,65.4%,57.8%,47.6%,54.3%,46.8%,50.6%,1.02
Finals,1,0,1,0.0%,0-2,0.0%,5-13,27.8%,0-0,-,1,-,-,0.0%,0.0%,77.2%,50.0%,38.5%,47.4%,38.2%,42.9%,0.73
Semi-finals,4,1,3,25.0%,5-7,41.7%,52-64,44.8%,1-1,50.0%,2,-,-,1.0%,1.9%,67.5%,57.6%,47.8%,54.4%,46.9%,50.8%,1.03
Quarter-finals,10,4,6,40.0%,11-14,44.0%,117-122,49.0%,1-3,25.0%,6,-,-,0.2%,5.0%,66.2%,58.0%,42.7%,52.8%,45.9%,49.3%,0.97
vs Righties,92,36,56,39.1%,88-125,41.3%,942-1021,48.0%,8-14,36.4%,63,49.1%,30.2%,1.1%,4.2%,65.0%,56.2%,46.6%,52.9%,45.2%,49.1%,0.96
vs Lefties,9,4,5,44.4%,9-11,45.0%,85-94,47.5%,0-2,0.0%,7,-,-,0.8%,3.9%,68.5%,55.2%,49.1%,53.3%,49.5%,51.4%,1.06
vs Top 10,4,0,4,0.0%,1-8,11.1%,25-53,32.1%,0-0,-,4,-,-,0.4%,2.9%,73.3%,49.4%,41.5%,47.3%,37.1%,42.2%,0.71
