Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2016,22,12,10,54.5%,27-24,52.9%,233-229,50.4%,1-1,50.0%,0,,,,,,,,,,,,F (Rome $50K)
2015,43,26,17,60.5%,58-39,59.8%,460-400,53.5%,3-1,75.0%,0,,,,,,,,,,,,W (Sao Paulo $25K)
2014,59,48,11,81.4%,101-35,74.3%,730-464,61.1%,4-3,57.1%,0,,,,,,,,,,,,W (7x)
2013,23,13,10,56.5%,30-24,55.6%,259-217,54.4%,1-4,20.0%,0,,,,,,,,,,,,W (Casablanca 25K)
2012,16,12,4,75.0%,25-10,71.4%,185-135,57.8%,3-0,100.0%,0,,,,,,,,,,,,W (Benicarlo 25K)
2011,24,16,8,66.7%,32-20,61.5%,260-209,55.4%,2-2,50.0%,0,,,,,,,,,,,,F (2x)
2010,44,30,14,68.2%,61-37,62.2%,495-370,57.2%,5-6,45.5%,0,,,,,,,,,,,,W (Foggia 25K)
2009,28,21,7,75.0%,43-20,68.3%,336-228,59.6%,1-2,33.3%,0,,,,,,,,,,,,W (2x)
2007,22,12,10,54.5%,27-21,56.3%,231-209,52.5%,2-1,66.7%,0,,,,,,,,,,,,SF (2x)
2006,20,13,7,65.0%,28-16,63.6%,219-177,55.3%,1-2,33.3%,0,,,,,,,,,,,,SF (4x)
2005,26,20,6,76.9%,41-18,69.5%,305-222,57.9%,3-0,100.0%,0,,,,,,,,,,,,W (2x)
2004,60,43,17,71.7%,86-44,66.2%,683-504,57.5%,3-7,30.0%,0,,,,,,,,,,,,W (4x)
2003,43,28,15,65.1%,61-37,62.2%,496-407,54.9%,5-6,45.5%,0,,,,,,,,,,,,W (Seville 10K)
2000,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,0,,,,,,,,,,,,R32 (Tortosa 10K)
Career,431,294,137,68.2%,620-347,64.1%,4893-3783,56.4%,34-35,49.3%,0,,,,,,,,,,,,
