Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2017 Rabat Q1,L vs Trevisan,75% (6/8),50% (3/6),3/6,78% (7/9),0% (0/7),0/3,0/0,1/2,0/0,0/1
2016 Barcelona $25K SF,L vs Rosca,50% (8/16),63% (5/8),1/6,53% (8/15),25% (2/8),1/4,0/0,0/0,0/0,0/0
2016 Barcelona $25K QF,W vs Di Giuseppe,73% (8/11),75% (6/8),1/2,36% (4/11),25% (1/4),5/6,2/2,0/1,1/1,0/0
2016 Barcelona $25K R16,W vs Burillo Escorihuela,70% (7/10),86% (6/7),1/3,50% (5/10),40% (2/5),4/4,0/0,1/1,0/0,0/0
2016 Florianopolis R32,L vs Lim,44% (4/9),75% (3/4),1/4,80% (8/10),25% (2/8),1/3,0/0,1/3,0/0,0/1
2016 Campos Do Jordao $25K QF,L vs Lim,33% (4/12),50% (2/4),0/3,58% (7/12),29% (2/7),1/1,0/0,0/2,0/0,0/1
2016 Campos Do Jordao $25K R32,W vs Haddad Maia,56% (5/9),100% (5/5),2/3,50% (5/10),40% (2/5),1/4,1/1,0/0,1/1,0/0
2016 Darmstadt $25K R32,L vs Boeykens,67% (6/9),50% (3/6),0/4,78% (7/9),14% (1/7),2/3,0/0,2/4,0/0,0/1
2016 Contrexeville $100K R16,L vs Hesse,50% (5/10),60% (3/5),0/3,60% (6/10),17% (1/6),1/3,0/0,0/2,0/0,0/1
2016 Rome $50K F,L vs Soler Espinosa,47% (7/15),86% (6/7),1/4,67% (10/15),40% (4/10),4/6,1/1,2/4,0/0,1/2
2016 Rome $50K SF,W vs Rus,78% (7/9),86% (6/7),1/3,67% (6/9),50% (3/6),2/5,1/2,0/0,0/0,0/0
2016 Rome $50K QF,W vs Burnett,70% (7/10),86% (6/7),2/3,44% (4/9),25% (1/4),2/4,0/1,0/0,0/0,0/0
2016 Rome $50K R32,W vs Gonzalez,90% (9/10),89% (8/9),5/5,67% (6/9),17% (1/6),2/6,0/2,0/0,0/1,0/0
2016 Lenzerheide $25K R32,W vs Schnyder,54% (7/13),86% (6/7),2/4,46% (6/13),17% (1/6),4/6,2/3,0/1,1/2,0/0
2016 Montpellier $25K R32,L vs Yerolymos,50% (6/12),83% (5/6),2/7,64% (7/11),0% (0/7),2/5,1/1,0/0,0/0,0/0
2016 Essen $50K R32,W vs Barbat,50% (6/12),100% (6/6),1/5,64% (7/11),29% (2/7),2/4,0/0,0/0,0/0,0/0
2016 Brescia $50K R32,L vs Sorribes Tormo,67% (8/12),50% (4/8),0/6,50% (6/12),0% (0/6),2/4,0/2,0/0,0/0,0/0
2016 Nurnberg Q1,L vs Lottner,59% (10/17),70% (7/10),2/7,76% (13/17),46% (6/13),3/6,0/1,0/0,0/1,0/0
2016 Madrid Q1,L vs Riske,50% (4/8),75% (3/4),3/6,100% (8/8),13% (1/8),0/3,0/0,0/1,0/0,0/1
2016 Bogota R32,L vs Kostova,30% (3/10),100% (3/3),0/4,56% (5/9),0% (0/5),1/3,0/0,1/2,0/0,1/1
2017 (1 matches),,75.0%,50.0%,50.0%,77.8%,0.0%,0.0%,-,50.0%,-,0.0%
2016 (27 matches),,52.2%,80.1%,31.3%,60.6%,23.7%,53.8%,47.4%,33.3%,42.9%,28.6%
2015 (24 matches),,51.5%,75.8%,31.8%,54.0%,21.3%,66.3%,52.9%,50.0%,57.1%,55.6%
2014 (18 matches),,71.7%,86.6%,52.5%,47.6%,25.0%,67.0%,52.9%,62.5%,52.9%,100.0%
2013 (16 matches),,57.9%,77.9%,47.3%,50.0%,23.2%,66.7%,61.9%,50.0%,77.8%,0.0%
Career (99 matches),,56.7%,79.5%,39.4%,54.2%,21.4%,61.9%,56.3%,44.9%,58.5%,37.1%
