Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2017,,,,,,,,,,,1297,3,,
2016,287,160,,,,,,,,,183,354,,
2015,194,261,,,,,,,,,224,283,,
2014,228,208,,,,,,,,,490,77,,
2013,324,148,,,,,,,,,616,61,,
2012,157,440,129,1615,153,1521,96,1612,158,1414,1142,8,,
2011,75,886,108,1678,117,1590,82,1662,149,1455,135,589,,
2010,108,649,127,1636,144,1549,91,1632,154,1445,166,434,,
2009,553,47,,,,,,,,,,,,
2007,165,191,154,1576,164,1489,119,1560,159,1430,,,,
2006,101,283,107,1663,136,1558,66,1657,127,1480,,,,
2005,90,389,113,1642,150,1528,80,1653,126,1494,,,,
2004,142,245,,,,,,,,,,,,
2003,412,40,,,,,,,,,,,,
