Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2017 Rabat Q1,L vs Trevisan,40% (2/5),38% (3/8),0/0,0/0,13% (1/8),0/2,0/1,- (0/0),- (0/0)
2016 Barcelona $25K SF,L vs Rosca,53% (9/17),38% (5/13),1/2,0/0,40% (4/10),0/2,0/1,- (0/0),- (0/0)
2016 Barcelona $25K QF,W vs Di Giuseppe,53% (8/15),50% (6/12),2/2,1/1,25% (1/4),0/1,0/0,- (0/0),- (0/0)
2016 Barcelona $25K R16,W vs Burillo Escorihuela,50% (7/14),67% (6/9),2/3,1/1,75% (9/12),0/0,0/0,- (0/0),- (0/0)
2016 Florianopolis R32,L vs Lim,21% (4/19),43% (3/7),0/0,0/0,54% (7/13),4/6,3/4,- (0/0),- (0/0)
2016 Campos Do Jordao $25K QF,L vs Lim,47% (7/15),33% (2/6),1/1,0/0,55% (6/11),0/2,0/1,- (0/0),- (0/0)
2016 Campos Do Jordao $25K R32,W vs Haddad Maia,64% (7/11),71% (5/7),2/3,1/1,77% (10/13),0/0,0/0,- (0/0),- (0/0)
2016 Darmstadt $25K R32,L vs Boeykens,43% (3/7),30% (3/10),0/0,0/0,40% (4/10),2/4,1/2,- (0/0),- (0/0)
2016 Contrexeville $100K R16,L vs Hesse,50% (5/10),38% (3/8),0/0,0/0,50% (5/10),1/3,0/1,- (0/0),- (0/0)
2016 Rome $50K F,L vs Soler Espinosa,60% (9/15),60% (6/10),1/1,0/0,60% (9/15),5/7,2/3,- (0/0),- (0/0)
2016 Rome $50K SF,W vs Rus,46% (6/13),50% (6/12),2/3,1/1,73% (8/11),0/0,0/0,- (0/0),- (0/0)
2016 Rome $50K QF,W vs Burnett,60% (6/10),55% (6/11),2/5,1/1,67% (6/9),0/0,0/0,- (0/0),- (0/0)
2016 Rome $50K R32,W vs Gonzalez,57% (4/7),50% (8/16),2/2,1/1,44% (4/9),0/0,0/0,- (0/0),- (0/0)
2016 Lenzerheide $25K R32,W vs Schnyder,80% (8/10),50% (6/12),2/2,1/1,17% (1/6),0/1,0/0,- (0/0),- (0/0)
2016 Montpellier $25K R32,L vs Yerolymos,50% (4/8),83% (5/6),1/1,0/0,30% (3/10),1/3,0/1,- (0/0),- (0/0)
2016 Essen $50K R32,W vs Barbat,55% (6/11),67% (6/9),2/3,1/2,50% (5/10),0/1,0/0,- (0/0),- (0/0)
2016 Brescia $50K R32,L vs Sorribes Tormo,67% (6/9),22% (4/18),0/8,0/0,40% (4/10),1/3,1/2,- (0/0),- (0/0)
2016 Nurnberg Q1,L vs Lottner,38% (10/26),44% (7/16),1/6,0/5,73% (19/26),0/2,0/1,60% (3/5),0% (0/5)
2016 Madrid Q1,L vs Riske,25% (1/4),23% (3/13),0/0,0/0,36% (4/11),3/5,0/1,- (0/0),- (0/0)
2016 Bogota R32,L vs Kostova,33% (4/12),100% (3/3),0/0,0/0,29% (2/7),1/3,1/2,- (0/0),- (0/0)
2017 (1 matches),,40.0%,37.5%,-,-,12.5%,0.0%,0.0%,-,-
2016 (27 matches),,50.0%,49.4%,50.9%,50.0%,53.6%,39.7%,37.0%,50.0%,18.2%
2015 (24 matches),,52.4%,45.7%,43.1%,56.3%,54.1%,42.3%,44.4%,60.0%,36.0%
2014 (18 matches),,65.7%,51.6%,52.4%,45.7%,53.2%,47.1%,60.0%,69.6%,39.1%
2013 (16 matches),,57.4%,43.8%,52.5%,52.9%,58.6%,51.6%,41.7%,60.0%,28.0%
Career (99 matches),,54.2%,48.2%,50.0%,51.1%,53.0%,44.9%,46.9%,53.9%,39.1%
