Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,10,6,4,60.0%,6,4,2,66.7%,2022,2026,R64,10,0.98,7.7%,3.6%,59.6%,71.9%,49.3%,62.8%,36.7%,61.0%,46.0%
Roland Garros,4,Clay,12,8,4,66.7%,5,2,3,40.0%,2022,2025,R64,12,1.08,5.7%,3.8%,58.9%,70.2%,50.8%,62.2%,40.8%,57.3%,46.2%
Wimbledon,4,Grass,7,3,4,42.9%,7,2,5,28.6%,2022,2025,R64,7,1.05,13.1%,5.3%,56.4%,77.0%,53.0%,66.5%,35.3%,70.3%,44.2%
US Open,5,Hard,13,8,5,61.5%,7,4,3,57.1%,2021,2025,R128,13,1.10,9.3%,5.9%,56.9%,72.4%,49.1%,62.4%,41.5%,56.1%,40.9%
Davis Cup,2,,4,2,2,50.0%,0,0,0,-,2025,2026,,0,,,,,,,,,,
Rotterdam,5,Hard,5,0,5,0.0%,3,0,3,0.0%,2020,2026,R32,5,0.67,6.0%,2.9%,62.1%,70.1%,46.5%,61.2%,26.1%,71.8%,13.3%
Umag,2,Clay,6,4,2,66.7%,0,0,0,-,2023,2025,QF,6,1.02,6.3%,3.0%,62.5%,71.8%,51.0%,64.0%,36.8%,68.6%,39.5%
s Hertogenbosch,3,Grass,4,1,3,25.0%,4,1,3,25.0%,2022,2025,R32,4,0.96,4.9%,4.0%,57.9%,67.9%,52.2%,61.3%,37.3%,54.2%,33.3%
Rome Masters,2,Clay,7,4,3,57.1%,1,0,1,0.0%,2024,2025,R32,7,1.04,6.1%,2.8%,56.8%,69.3%,48.4%,60.2%,41.3%,59.5%,47.9%
Montpellier,2,Hard,5,3,2,60.0%,4,3,1,75.0%,2024,2025,SF,5,0.97,11.3%,2.3%,58.9%,76.0%,51.7%,66.0%,33.1%,79.3%,35.7%
