Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Davis Cup RR,L vs Suresh,90% (9/10),0% (0/1),0/0,0/0,71% (5/7),5/7,2/3,- (0/0),- (0/0)
2026 Davis Cup RR,W vs Nagal,79% (11/14),40% (6/15),2/2,1/1,60% (6/10),0/1,0/0,- (0/0),- (0/0)
2026 Australian Open R128,L vs Medvedev,50% (9/18),40% (4/10),0/0,0/0,46% (6/13),1/4,1/2,40% (2/5),0% (0/4)
2025 Davis Cup RR,L vs Etcheverry,63% (5/8),100% (3/3),0/0,0/0,69% (11/16),5/7,3/4,- (0/0),- (0/0)
2025 Davis Cup RR,W vs Comesana,67% (8/12),67% (4/6),2/4,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2025 Bastad F,L vs Darderi,69% (11/16),100% (2/2),1/1,0/0,57% (4/7),2/4,0/1,- (0/0),- (0/0)
2025 Bastad QF,W vs Griekspoor,71% (12/17),50% (4/8),2/2,1/1,70% (7/10),0/1,0/0,100% (5/5),40% (2/5)
2025 Bastad R32,W vs Rejchtman Vinciguerra,64% (9/14),50% (3/6),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2025 Rome R128,W vs Shevchenko,90% (9/10),43% (3/7),2/3,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2025 Marrakech R32,W vs Benchetrit,91% (10/11),30% (3/10),2/4,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2025 Girona CH SF,L vs Cilic,73% (8/11),0% (0/11),0/0,0/0,0% (0/2),1/3,1/2,- (0/0),- (0/0)
2025 Murcia CH F,L vs Taberner,85% (11/13),60% (3/5),1/2,0/0,43% (3/7),1/3,1/2,60% (3/5),0% (0/5)
2025 Montpellier SF,L vs Auger Aliassime,53% (9/17),33% (1/3),0/2,0/0,85% (11/13),0/2,0/1,60% (3/5),17% (1/6)
2025 Montpellier QF,W vs Griekspoor,69% (11/16),33% (1/3),2/5,1/2,100% (6/6),0/0,0/0,100% (6/6),17% (1/6)
2024 Antofagasta CH R16,W vs Sell,53% (9/17),75% (3/4),2/3,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2024 US Open Q3,L vs Tu,82% (9/11),27% (3/11),1/3,0/2,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2024 Sassuolo CH F,W vs Altmaier,88% (7/8),42% (5/12),2/3,1/2,67% (4/6),0/0,0/0,100% (6/6),17% (1/6)
2024 Roland Garros R64,L vs Alcaraz,63% (10/16),42% (5/12),1/1,0/0,56% (10/18),0/3,0/1,- (0/0),- (0/0)
2024 Roland Garros R128,W vs Draper,59% (19/32),90% (9/10),3/3,1/1,36% (4/11),1/3,0/0,20% (1/5),40% (2/5)
2024 Rotterdam R32,L vs Raonic,56% (10/18),0% (0/1),0/0,0/0,88% (7/8),0/2,0/1,67% (4/6),17% (1/6)
2026 (3 matches),,69.0%,38.5%,100.0%,100.0%,56.7%,50.0%,60.0%,40.0%,0.0%
2025 (11 matches),,71.0%,42.2%,56.0%,66.7%,69.7%,45.0%,50.0%,81.0%,18.2%
2024 (8 matches),,62.1%,51.7%,66.7%,50.0%,57.5%,27.8%,0.0%,64.7%,23.5%
2023 (2 matches),,26.7%,44.4%,12.5%,-,46.2%,50.0%,33.3%,-,-
2021 (2 matches),,66.7%,50.0%,50.0%,100.0%,40.0%,60.0%,66.7%,-,-
Career (48 matches),,61.7%,46.9%,56.9%,69.7%,58.7%,47.5%,50.0%,65.9%,23.9%
