Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Davis Cup Qualifiers RR,W vs Nagal,29.2%,39.3%,50.0%,34.6%,41.3%,54.3%,63.0%,51.7%,55.6%,42.9%,50.0%,18.4%,26.3%,38.7%,61
2026 Davis Cup Qualifiers RR,L vs Suresh,37.1%,53.2%,55.9%,45.6%,44.4%,63.9%,70.0%,59.2%,53.3%,47.6%,20.0%,33.3%,47.6%,35.7%,178
2026 Australian Open R128,L vs Medvedev,20.5%,34.2%,40.2%,26.2%,31.1%,50.8%,50.0%,42.0%,43.3%,41.9%,40.0%,9.1%,16.4%,32.0%,-52
2025 Shanghai R128,W vs Zhou,29.8%,39.4%,56.7%,35.3%,44.3%,59.0%,61.8%,53.6%,37.5%,51.4%,0.0%,13.3%,16.7%,50.0%,15
2025 Davis Cup Qualifiers RR,W vs Comesana,32.1%,34.0%,58.8%,37.7%,48.1%,48.1%,64.3%,59.3%,46.2%,50.0%,0.0%,16.7%,20.8%,55.0%,37
2025 Davis Cup Qualifiers RR,L vs Etcheverry,24.7%,32.5%,37.5%,31.8%,34.0%,44.7%,41.9%,45.7%,60.0%,22.2%,28.6%,10.7%,14.3%,32.0%,-8
2025 US Open R128,L vs Nakashima,33.3%,40.1%,51.1%,37.7%,38.8%,48.2%,48.1%,46.4%,44.7%,46.8%,66.7%,29.6%,33.3%,55.3%,116
2025 Bastad F,L vs Darderi,25.9%,37.6%,54.8%,32.8%,35.8%,49.1%,58.8%,47.0%,21.7%,50.0%,66.7%,9.7%,19.4%,50.0%,-32
2025 Bastad QF,W vs Griekspoor,29.6%,39.8%,53.0%,36.8%,40.4%,53.8%,61.3%,54.0%,43.5%,58.6%,60.0%,18.6%,25.6%,45.7%,20
2025 Bastad R32,W vs Rejchtman Vinciguerra,24.5%,51.0%,72.2%,36.9%,35.7%,75.0%,72.2%,57.5%,50.0%,41.7%,-,10.0%,20.0%,72.2%,-13
2025 Wimbledon R128,W vs Eubanks,44.4%,57.2%,52.9%,49.4%,58.8%,72.5%,50.0%,68.0%,38.5%,46.0%,50.0%,34.8%,50.0%,55.8%,194
2025 Rome R128,W vs Shevchenko,29.6%,48.1%,66.7%,41.3%,39.4%,66.7%,80.0%,58.5%,25.0%,66.7%,100.0%,15.8%,21.1%,50.0%,39
2025 Marrakech R32,W vs Benchetrit,40.0%,60.0%,84.6%,50.7%,36.0%,60.0%,87.5%,55.2%,46.2%,50.0%,-,47.4%,63.2%,80.0%,-3
2025 Girona CH SF,L vs Cilic,32.7%,40.4%,52.9%,41.5%,43.2%,48.6%,61.9%,55.7%,28.6%,43.5%,0.0%,7.1%,21.4%,38.5%,-45
2025 Murcia CH F,L vs Taberner,35.0%,48.8%,53.1%,43.6%,51.0%,68.6%,60.0%,64.5%,45.0%,29.0%,50.0%,7.7%,15.4%,45.8%,-42
2025 Montpellier SF,L vs Auger Aliassime,37.2%,50.0%,36.5%,43.1%,47.4%,63.2%,43.3%,56.3%,46.4%,37.9%,42.9%,18.5%,25.9%,27.3%,25
2025 Montpellier QF,W vs Griekspoor,31.3%,43.8%,61.1%,40.8%,34.5%,49.1%,69.4%,48.4%,45.8%,51.6%,75.0%,25.0%,33.3%,44.4%,-19
2025 Montpellier R16,W vs Cobolli,42.9%,50.8%,51.6%,48.1%,66.7%,77.8%,77.8%,78.9%,37.5%,47.4%,100.0%,29.0%,35.5%,40.9%,-79
2024 Villa Maria CH F,L vs Ugo Carabelli,28.3%,34.3%,40.0%,30.9%,43.6%,50.9%,48.4%,48.4%,45.8%,29.0%,0.0%,10.5%,15.8%,32.4%,-13
2024 Antofagasta CH R16,W vs Sell,25.8%,33.3%,55.1%,29.7%,36.8%,47.4%,58.3%,43.7%,43.8%,59.1%,-,10.7%,14.3%,52.0%,-79
Career (32 matches),,28.6%,39.6%,50.8%,35.2%,38.0%,52.2%,55.3%,49.3%,46.2%,44.0%,41.7%,17.4%,24.7%,45.6%,56
