Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Davis Cup Qualifiers RR,W vs Nagal,77.6%,53.9%,4.1%,2/2,2.20,0.0%,78.5%,49.0%,0.0%,2.21,0.0%,86.2%,64.0%,13.8%,2.20,0.0%
2026 Davis Cup Qualifiers RR,L vs Suresh,61.3%,34.2%,3.2%,0/2,2.34,17.6%,52.9%,33.3%,2.9%,2.19,30.0%,80.0%,35.0%,4.0%,2.54,0.0%
2026 Australian Open R128,L vs Medvedev,73.9%,45.1%,4.5%,3/2,2.27,10.1%,72.4%,32.7%,3.9%,2.12,23.1%,90.0%,70.4%,6.7%,2.37,0.0%
2025 Shanghai R128,W vs Zhou,59.8%,48.3%,7.2%,3/4,2.01,10.0%,55.6%,31.4%,4.8%,1.98,17.6%,88.5%,73.9%,15.4%,2.04,0.0%
2025 Davis Cup Qualifiers RR,W vs Comesana,63.9%,64.1%,4.9%,0/3,2.11,26.5%,64.3%,59.3%,4.8%,1.55,50.0%,70.6%,75.0%,5.9%,2.42,10.0%
2025 Davis Cup Qualifiers RR,L vs Etcheverry,72.2%,56.4%,1.9%,0/1,2.06,8.9%,62.9%,50.0%,0.0%,2.03,16.1%,94.4%,64.7%,5.6%,2.10,0.0%
2025 US Open R128,L vs Nakashima,63.8%,42.1%,5.4%,5/3,2.53,1.1%,57.5%,32.0%,6.9%,2.48,2.0%,77.6%,53.3%,3.4%,2.59,0.0%
2025 Bastad F,L vs Darderi,73.6%,35.8%,1.4%,0/1,2.56,14.5%,68.1%,28.1%,2.1%,2.37,26.5%,91.3%,47.6%,0.0%,2.80,0.0%
2025 Bastad QF,W vs Griekspoor,70.6%,54.5%,7.3%,3/5,2.13,12.1%,59.7%,55.0%,6.0%,1.96,25.8%,90.2%,54.1%,9.8%,2.26,0.0%
2025 Bastad R32,W vs Rejchtman Vinciguerra,81.8%,50.0%,7.6%,2/3,2.27,16.7%,86.5%,56.3%,8.1%,1.96,27.8%,88.0%,40.9%,8.0%,2.47,5.6%
2025 Wimbledon R128,W vs Eubanks,62.9%,48.7%,8.1%,8/6,2.54,36.6%,62.4%,42.3%,8.8%,2.36,32.5%,79.6%,61.5%,8.2%,2.63,40.5%
2025 Rome R128,W vs Shevchenko,72.3%,57.4%,1.5%,0/0,2.24,2.9%,64.5%,65.0%,3.2%,1.97,5.6%,87.1%,51.9%,0.0%,2.53,0.0%
2025 Marrakech R32,W vs Benchetrit,75.7%,57.1%,1.4%,0/1,2.06,28.0%,71.4%,46.7%,2.4%,2.03,40.0%,86.7%,69.2%,0.0%,2.10,10.0%
2025 Girona CH SF,L vs Cilic,70.2%,50.8%,3.6%,2/1,2.50,2.9%,62.0%,48.4%,2.0%,2.42,4.8%,84.8%,53.6%,6.1%,2.62,0.0%
2025 Murcia CH F,L vs Taberner,79.4%,42.9%,2.1%,0/2,2.22,12.8%,75.3%,30.9%,0.0%,2.19,26.1%,95.7%,72.7%,8.7%,2.24,0.0%
2025 Montpellier SF,L vs Auger Aliassime,58.6%,41.5%,11.4%,3/5,2.14,7.8%,52.4%,50.0%,7.1%,1.94,13.8%,86.4%,31.6%,22.7%,2.36,0.0%
2025 Montpellier QF,W vs Griekspoor,52.9%,44.4%,13.2%,5/4,2.46,13.7%,41.9%,44.4%,9.3%,2.40,18.2%,81.8%,44.4%,22.7%,2.56,5.6%
2025 Montpellier R16,W vs Cobolli,80.0%,50.0%,10.0%,4/3,2.52,6.5%,80.5%,51.5%,4.9%,2.20,22.2%,92.0%,47.8%,20.0%,2.60,0.0%
2024 Villa Maria CH F,L vs Ugo Carabelli,79.7%,46.8%,3.4%,2/2,2.64,11.1%,79.2%,47.4%,4.2%,2.98,24.1%,92.5%,45.9%,2.5%,2.38,0.0%
2024 Antofagasta CH R16,W vs Sell,85.1%,40.0%,6.4%,2/1,2.26,0.0%,88.9%,50.0%,7.4%,2.06,0.0%,84.2%,25.0%,5.3%,2.44,0.0%
Career (32 matches),,70.6%,47.8%,5.2%,44.4%,2.32,10.4%,67.5%,44.0%,4.6%,2.25,17.0%,84.3%,53.2%,6.7%,2.39,3.0%
