Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Davis Cup Qualifiers RR,W vs Nagal,6.3%,60.0%,10.2%,84.2%,13.9%,9.3%,36.4%,9.8%,33.3%,2.0%,14.3%,-14,15
2026 Davis Cup Qualifiers RR,L vs Suresh,1.8%,100.0%,8.9%,72.7%,18.0%,31.3%,0.0%,7.7%,75.0%,2.9%,50.0%,-23,11
2026 Australian Open R128,L vs Medvedev,17.5%,75.0%,22.4%,68.6%,11.6%,12.5%,11.1%,4.9%,16.0%,2.7%,16.7%,-49,-53
2025 Shanghai R128,W vs Zhou,5.4%,40.0%,13.9%,78.6%,17.3%,31.0%,66.7%,12.1%,42.9%,2.7%,57.1%,-11,-5
2025 Davis Cup Qualifiers RR,W vs Comesana,13.3%,50.0%,26.3%,70.0%,13.7%,12.9%,50.0%,14.3%,25.0%,2.4%,25.0%,-41,-2
2025 Davis Cup Qualifiers RR,L vs Etcheverry,7.0%,80.0%,24.4%,62.5%,7.3%,10.5%,0.0%,6.7%,22.2%,3.1%,33.3%,-66,-53
2025 US Open R128,L vs Nakashima,3.8%,60.0%,8.8%,61.5%,11.5%,18.5%,0.0%,7.6%,17.6%,1.6%,57.1%,-42,-12
2025 Bastad F,L vs Darderi,3.8%,100.0%,12.7%,80.0%,10.0%,13.0%,12.5%,4.5%,20.0%,2.0%,16.7%,-34,-24
2025 Bastad QF,W vs Griekspoor,7.1%,100.0%,11.6%,95.8%,15.2%,15.6%,0.0%,9.7%,22.2%,4.4%,33.3%,-64,-43
2025 Bastad R32,W vs Rejchtman Vinciguerra,19.5%,75.0%,20.0%,82.6%,26.4%,50.0%,20.0%,7.0%,0.0%,5.6%,50.0%,49,45
2025 Wimbledon R128,W vs Eubanks,25.8%,72.5%,13.7%,72.5%,15.6%,14.3%,0.0%,9.6%,20.0%,3.4%,45.5%,-36,40
2025 Rome R128,W vs Shevchenko,6.3%,66.7%,7.6%,77.8%,12.8%,4.0%,25.0%,21.1%,75.0%,7.9%,40.0%,-6,24
2025 Marrakech R32,W vs Benchetrit,7.1%,66.7%,15.1%,77.8%,18.4%,19.0%,20.0%,5.9%,50.0%,1.6%,33.3%,-70,-44
2025 Girona CH SF,L vs Cilic,10.9%,80.0%,6.6%,77.8%,13.0%,37.5%,0.0%,10.0%,50.0%,5.8%,58.3%,-99,-53
2025 Murcia CH F,L vs Taberner,17.9%,75.0%,14.1%,80.0%,10.7%,16.0%,13.3%,2.9%,10.0%,4.7%,21.1%,-48,-20
2025 Montpellier SF,L vs Auger Aliassime,13.3%,60.0%,15.4%,62.5%,12.7%,14.8%,16.7%,0.0%,0.0%,3.7%,28.6%,-43,7
2025 Montpellier QF,W vs Griekspoor,11.1%,75.0%,13.5%,85.0%,10.3%,18.9%,0.0%,12.5%,20.0%,2.8%,60.0%,-58,-41
2025 Montpellier R16,W vs Cobolli,24.1%,84.6%,19.5%,80.8%,12.5%,8.3%,50.0%,5.9%,16.7%,1.1%,50.0%,-74,-28
2024 Villa Maria CH F,L vs Ugo Carabelli,14.6%,85.7%,17.5%,63.2%,6.9%,4.7%,0.0%,2.1%,18.2%,3.3%,16.7%,-123,-93
2024 Antofagasta CH R16,W vs Sell,1.7%,100.0%,15.0%,58.8%,8.0%,7.1%,27.3%,7.1%,0.0%,3.1%,11.1%,-109,-85
Career (32 matches),,9.1%,72.3%,14.5%,73.0%,11.8%,14.7%,10.6%,6.5%,20.9%,3.2%,33.1%,-40,-18
