Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,57,19,38,33.3%,52-89,36.9%,658-757,46.5%,10-17,37.0%,55,80.5%,12.6%,9.8%,2.6%,62.9%,70.6%,53.7%,64.3%,30.5%,47.9%,0.85
Clay,49,18,31,36.7%,48-73,39.7%,541-626,46.4%,6-13,31.6%,48,75.3%,17.1%,5.6%,2.7%,63.7%,66.8%,51.5%,61.2%,34.7%,48.2%,0.89
Grass,14,4,10,28.6%,14-27,34.1%,185-226,45.0%,1-5,16.7%,13,81.4%,10.6%,10.2%,3.4%,63.8%,72.5%,50.5%,64.5%,29.8%,47.6%,0.84
Grand Slams,28,10,18,35.7%,38-59,39.2%,452-507,47.1%,4-14,22.2%,27,80.9%,15.0%,8.1%,2.7%,63.5%,70.0%,53.2%,63.9%,31.4%,48.2%,0.87
Masters,13,4,9,30.8%,9-18,33.3%,118-146,44.7%,1-4,20.0%,12,78.9%,12.2%,7.9%,2.5%,61.2%,72.1%,52.2%,64.4%,28.9%,46.9%,0.81
Other Tours,74,23,51,31.1%,59-109,35.1%,753-911,45.3%,11-17,39.3%,74,76.9%,13.6%,8.1%,2.9%,63.6%,68.4%,52.0%,62.4%,32.9%,47.9%,0.87
Best of 5,28,10,18,35.7%,38-59,39.2%,452-507,47.1%,4-14,22.2%,27,80.9%,15.0%,8.1%,2.7%,63.5%,70.0%,53.2%,63.9%,31.4%,48.2%,0.87
Best of 3,92,31,61,33.7%,76-130,36.9%,932-1102,45.8%,13-21,38.2%,89,77.5%,13.7%,8.2%,2.8%,63.3%,69.0%,52.1%,62.8%,32.4%,47.8%,0.87
Semi-finals,2,0,2,0.0%,0-4,0.0%,14-24,36.8%,0-0,-,2,68.4%,5.3%,2.5%,2.5%,65.3%,51.9%,66.7%,57.0%,25.5%,42.3%,0.59
Quarter-finals,6,2,4,33.3%,5-8,38.5%,56-65,46.3%,0-0,-,6,78.7%,13.3%,6.7%,1.7%,60.1%,74.3%,55.5%,66.8%,29.6%,48.6%,0.89
vs Righties,102,33,69,32.4%,93-162,36.5%,1159-1372,45.8%,15-31,32.6%,99,78.4%,13.6%,8.3%,2.8%,63.4%,69.3%,52.3%,63.1%,31.8%,47.8%,0.86
vs Lefties,17,7,10,41.2%,19-26,42.2%,209-223,48.4%,2-4,33.3%,16,79.3%,16.7%,7.1%,2.8%,63.6%,68.6%,53.3%,63.0%,32.9%,48.5%,0.89
vs Top 10,6,0,6,0.0%,2-15,11.8%,60-103,36.8%,1-2,33.3%,6,67.9%,7.3%,4.4%,3.6%,62.6%,63.2%,49.2%,57.9%,29.7%,43.4%,0.71
