Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Roland Garros Q3,W vs Arnaboldi,1.20,1.67,45.8,2.4,3.0%,66.7%,6.5%,71.0%,36.0%,52.4%
2024 US Open R128,L vs Zverev,1.10,0.74,44.4,2.1,5.1%,54.2%,6.9%,58.6%,34.4%,24.1%
2024 Wimbledon R128,L vs Bautista Agut,0.77,0.53,24.4,2.0,7.7%,64.1%,12.8%,48.7%,25.0%,35.7%
2024 Estoril R32,L vs Thiem,1.02,0.80,53.2,2.3,2.0%,55.1%,4.3%,52.2%,31.1%,42.5%
2023 Ismaning CH F,L vs Bellier,0.88,1.02,86.2,2.6,20.7%,79.3%,27.5%,78.4%,27.0%,22.0%
2023 Amersfoort CH F,W vs Droguet,1.39,2.13,36.6,2.1,0.0%,66.7%,3.8%,80.8%,40.0%,42.1%
2023 Wimbledon R32,L vs Bublik,1.04,0.53,30.2,2.2,0.0%,51.9%,10.0%,66.0%,18.2%,24.3%
2023 Wimbledon R64,W vs Mmoh,1.10,1.44,37.4,2.2,5.5%,72.7%,19.6%,78.4%,34.5%,29.4%
2023 Wimbledon R128,W vs Gojo,0.96,1.30,44.3,2.9,12.7%,80.3%,12.3%,67.7%,33.8%,35.8%
2022 US Open R128,L vs Cilic,0.91,0.48,28.0,2.1,12.0%,54.0%,2.2%,62.2%,26.2%,18.4%
2022 Wimbledon R64,L vs Tiafoe,0.95,0.34,24.6,2.1,8.5%,66.0%,7.1%,54.8%,19.4%,8.8%
2022 Wimbledon R128,W vs Bedene,1.17,1.20,46.2,3.8,4.2%,63.4%,5.8%,66.7%,35.3%,36.7%
2021 US Open R128,L vs Johnson,1.00,0.74,54.1,5.1,13.3%,66.3%,27.0%,70.3%,22.5%,24.6%
2021 Roland Garros R128,L vs Krajinovic,0.94,0.60,28.5,2.0,1.8%,48.2%,7.1%,66.1%,23.9%,31.0%
2019 Roland Garros R128,L vs Tsitsipas,0.90,0.40,26.6,2.0,6.7%,62.2%,7.9%,55.3%,20.0%,16.7%
2019 Munich R32,L vs Londero,1.08,0.73,49.2,2.3,5.1%,51.3%,14.3%,57.1%,35.1%,26.5%
2019 Francavilla Al Mare CH QF,W vs Ymer,1.11,1.29,58.5,2.2,5.7%,57.1%,9.1%,63.6%,38.9%,54.3%
2019 Francavilla Al Mare CH R16,W vs Vatutin,1.31,1.46,46.0,4.0,7.1%,52.4%,12.2%,61.0%,47.1%,50.0%
2019 Francavilla Al Mare CH R32,W vs Elias,1.07,1.26,56.1,4.0,1.9%,59.3%,4.3%,82.6%,35.3%,34.8%
2019 Miami R128,W vs Fritz,1.13,1.43,53.5,2.4,10.0%,70.0%,2.9%,77.1%,27.3%,41.0%
2025 (1 matches),,1.20,1.67,45.8,2.4,3.0%,66.7%,6.5%,71.0%,36.0%,52.4%
2024 (3 matches),,0.98,0.70,41.5,2.1,4.8%,57.1%,7.7%,53.8%,30.7%,33.1%
2023 (5 matches),,1.03,1.11,49.1,2.4,9.0%,71.3%,15.6%,73.3%,30.3%,29.6%
2022 (3 matches),,1.03,0.72,35.2,2.5,7.7%,61.3%,5.1%,62.2%,28.8%,24.2%
2021 (2 matches),,0.97,0.67,43.6,2.9,8.6%,59.0%,18.5%,68.5%,23.1%,27.2%
Career (225 matches),,1.05,1.09,51.1,2.6,6.9%,64.1%,9.5%,66.8%,36.0%,35.8%
