Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Roland Garros Q3,W vs Arnaboldi,5.1,5.2,5.1,65.3%,51.7%,58.8%,46.7%,58.6%,17.3%,14.0,10.7,6.5,8.2
2024 Estoril R32,L vs Thiem,4.2,4.5,4.0,42.3%,50.0%,51.9%,46.2%,51.7%,9.3%,-1.5,-0.9,-10.5,-7.2
2023 Ismaning CH F,L vs Bellier,2.3,2.3,2.2,51.3%,40.0%,71.4%,-,63.0%,15.0%,28.0,29.8,-0.5,-1.1
2023 Amersfoort CH F,W vs Droguet,3.8,3.5,4.2,55.9%,75.0%,41.7%,60.0%,65.3%,11.5%,17.5,19.2,-0.5,-1.1
2019 Indian Wells R64,L vs Kecmanovic,6.5,6.9,6.2,31.4%,36.4%,54.5%,38.9%,55.5%,16.5%,0.0,0.0,0.0,0.0
2019 Cordoba R32,L vs Bedene,4.3,4.6,3.9,43.5%,34.8%,63.6%,45.5%,53.7%,10.6%,-0.5,-0.5,-8.0,-9.6
2018 US Open R128,L vs Nishikori,3.5,3.7,3.2,37.9%,34.5%,37.5%,33.3%,60.2%,11.0%,-17.5,-15.2,-3.0,-4.2
2018 Umag R32,W vs Serdarusic,4.3,4.0,4.6,51.8%,48.7%,47.8%,58.8%,43.3%,4.5%,11.5,9.3,-0.5,-0.3
2018 Roland Garros R64,W vs Shapovalov,3.5,3.6,3.4,56.5%,53.1%,40.5%,28.6%,64.9%,14.6%,11.0,4.6,-12.5,-11.0
2018 Munich SF,L vs Kohlschreiber,4.1,4.2,4.0,37.5%,18.2%,54.5%,44.4%,45.3%,6.8%,3.0,4.4,-16.0,-19.5
2018 Cherbourg CH F,W vs Lestienne,3.7,3.6,3.8,57.3%,60.0%,62.5%,60.0%,50.8%,20.0%,16.5,19.4,3.0,4.2
2017 Monterrey CH SF,W vs King,3.6,3.3,4.0,54.3%,51.9%,53.3%,71.4%,60.6%,17.1%,7.5,6.8,0.5,0.8
2017 Rome CH R16,L vs Quinzi,4.2,4.4,3.9,47.6%,18.8%,50.0%,50.0%,49.5%,23.5%,-2.0,-2.3,-4.0,-5.4
2015 Tashkent CH R32,W vs Chen,3.4,2.5,4.0,49.4%,63.6%,50.0%,80.0%,49.7%,25.8%,11.0,12.9,-0.5,-0.7
Career (14 matches),,3.9,3.9,3.8,49.7%,46.9%,50.2%,48.3%,55.0%,13.7%,7.0,6.1,-3.3,-3.8
