Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Roland Garros Q3,W vs Arnaboldi,0.0%,-,9.1%,60.0%,14.2%,18.2%,9.7%,9.7%,15.4%,1.7%,50.0%,-65,-61
2024 Estoril R32,L vs Thiem,0.0%,-,5.6%,70.0%,10.9%,15.9%,0.0%,2.7%,0.0%,1.8%,33.3%,4,22
2023 Ismaning CH F,L vs Bellier,4.8%,75.0%,8.2%,78.9%,35.3%,33.3%,33.3%,25.0%,50.0%,0.0%,-,145,122
2023 Amersfoort CH F,W vs Droguet,0.0%,-,12.0%,75.0%,25.3%,33.3%,8.3%,9.4%,20.0%,0.7%,0.0%,106,54
2019 Indian Wells R64,L vs Kecmanovic,0.0%,-,10.5%,44.4%,9.6%,19.0%,4.2%,6.7%,33.3%,1.6%,75.0%,-83,-98
2019 Cordoba R32,L vs Bedene,1.8%,100.0%,5.3%,83.3%,8.6%,23.5%,8.3%,0.0%,0.0%,0.0%,-,-80,-60
2018 US Open R128,L vs Nishikori,0.0%,-,5.4%,75.0%,6.9%,14.3%,0.0%,8.9%,0.0%,0.0%,-,56,38
2018 Umag R32,W vs Serdarusic,1.4%,100.0%,5.3%,70.0%,14.1%,23.1%,0.0%,8.8%,12.5%,2.0%,57.1%,-32,-24
2018 Roland Garros R64,W vs Shapovalov,0.0%,-,3.5%,50.0%,10.7%,17.4%,0.0%,2.7%,0.0%,0.8%,33.3%,-67,-7
2018 Munich SF,L vs Kohlschreiber,0.0%,-,5.3%,80.0%,16.1%,31.6%,16.7%,0.0%,0.0%,0.0%,-,-11,1
2018 Cherbourg CH F,W vs Lestienne,0.0%,-,10.4%,61.5%,26.4%,38.9%,21.4%,6.7%,25.0%,0.5%,100.0%,-7,-2
2017 Monterrey CH SF,W vs King,0.0%,-,2.3%,66.7%,14.1%,28.6%,0.0%,11.1%,50.0%,0.5%,100.0%,11,36
2017 Rome CH R16,L vs Quinzi,0.0%,-,7.0%,37.5%,12.2%,50.0%,16.7%,5.1%,10.0%,3.1%,50.0%,-33,-25
2015 Tashkent CH R32,W vs Chen,0.0%,-,3.1%,100.0%,27.7%,50.0%,28.6%,16.3%,11.1%,0.5%,0.0%,94,126
Career (14 matches),,0.6%,83.3%,6.2%,66.9%,15.1%,24.6%,9.3%,6.7%,13.3%,1.1%,50.0%,-8,6
