Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Roland Garros Q3,W vs Arnaboldi,82.6%,52.6%,0.0%,0/0,2.05,0.0%,76.5%,57.7%,0.0%,2.03,0.0%,100.0%,41.7%,0.0%,2.08,0.0%
2024 Estoril R32,L vs Thiem,67.1%,49.1%,2.4%,0/2,2.01,3.0%,62.3%,45.5%,3.8%,1.93,4.9%,82.8%,54.2%,0.0%,2.15,0.0%
2023 Ismaning CH F,L vs Bellier,51.6%,41.3%,3.3%,3/1,2.23,56.0%,43.4%,38.9%,3.6%,2.30,71.4%,77.1%,44.4%,2.9%,2.14,36.4%
2023 Amersfoort CH F,W vs Droguet,72.7%,56.3%,0.0%,0/0,2.30,3.8%,69.7%,60.9%,0.0%,2.27,7.1%,81.8%,44.4%,0.0%,2.34,0.0%
2019 Indian Wells R64,L vs Kecmanovic,68.9%,25.8%,2.2%,1/0,2.55,10.8%,62.5%,25.0%,0.0%,2.50,12.0%,91.7%,27.3%,8.3%,2.67,8.3%
2019 Cordoba R32,L vs Bedene,72.7%,30.0%,7.3%,3/1,2.08,2.3%,59.4%,26.3%,9.4%,2.04,3.0%,95.5%,33.3%,4.5%,2.18,0.0%
2018 US Open R128,L vs Nishikori,55.4%,22.6%,1.8%,0/1,2.50,14.9%,51.6%,25.0%,0.0%,2.45,24.4%,62.5%,20.0%,4.2%,2.58,0.0%
2018 Umag R32,W vs Serdarusic,76.6%,47.6%,0.9%,0/1,2.21,6.8%,67.9%,31.6%,0.0%,1.94,12.9%,93.6%,61.4%,2.1%,2.52,0.0%
2018 Roland Garros R64,W vs Shapovalov,66.0%,41.1%,0.7%,1/0,2.46,18.8%,65.8%,34.0%,0.0%,2.61,23.5%,78.9%,48.9%,1.8%,2.21,10.3%
2018 Munich SF,L vs Kohlschreiber,66.7%,33.3%,17.8%,3/5,2.30,12.5%,65.6%,38.1%,21.9%,2.33,14.8%,69.2%,22.2%,7.7%,2.23,7.7%
2018 Cherbourg CH F,W vs Lestienne,74.6%,52.0%,4.5%,1/2,1.98,15.4%,73.2%,50.0%,7.3%,2.16,25.0%,90.9%,55.0%,0.0%,1.67,0.0%
2017 Monterrey CH SF,W vs King,68.3%,46.5%,1.6%,1/0,2.40,7.7%,63.4%,53.8%,0.0%,2.31,8.7%,89.5%,35.3%,5.3%,2.53,6.3%
2017 Rome CH R16,L vs Quinzi,59.6%,28.6%,2.1%,1/0,2.46,4.1%,54.2%,23.1%,4.2%,2.74,3.2%,78.9%,33.3%,0.0%,1.97,5.6%
2015 Tashkent CH R32,W vs Chen,76.0%,52.6%,0.0%,0/0,2.57,7.4%,80.4%,53.3%,0.0%,3.07,14.3%,70.6%,50.0%,0.0%,2.40,5.0%
Career (14 matches),,67.6%,43.0%,2.7%,51.9%,2.29,12.5%,63.5%,41.7%,3.0%,2.30,16.7%,82.9%,44.8%,2.4%,2.27,6.1%
