Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Roland Garros Q3,W vs Arnaboldi,38% (3/8),100% (3/3),0/0,33% (3/9),100% (3/3),2/2,1/1,0/0,1/1,0/0
2024 US Open R128,L vs Zverev,21% (4/19),25% (1/4),0/6,56% (10/18),40% (4/10),0/1,0/0,1/1,0/0,0/0
2024 Wimbledon R128,L vs Bautista Agut,31% (4/13),0% (0/4),0/3,46% (6/13),17% (1/6),0/0,0/0,1/3,0/0,0/1
2024 Estoril R32,L vs Thiem,21% (3/14),67% (2/3),1/5,53% (8/15),25% (2/8),2/2,0/0,3/4,0/0,3/3
2023 Ismaning CH F,L vs Bellier,11% (2/18),0% (0/2),0/0,0% (0/18),- (0/0),0/0,0/0,4/4,0/0,2/2
2023 Amersfoort CH F,W vs Droguet,33% (3/9),100% (3/3),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2023 Wimbledon R32,L vs Bublik,14% (2/14),0% (0/2),0/3,47% (7/15),43% (3/7),0/0,0/0,3/4,0/0,2/2
2023 Wimbledon R64,W vs Mmoh,24% (4/17),50% (2/4),0/0,12% (2/17),100% (2/2),1/1,1/1,0/0,1/1,0/0
2023 Wimbledon R128,W vs Gojo,29% (6/21),67% (4/6),1/1,23% (5/22),80% (4/5),4/4,3/3,3/3,1/1,0/0
2022 US Open R128,L vs Cilic,7% (1/15),0% (0/1),0/4,50% (7/14),43% (3/7),0/0,0/0,0/0,0/0,0/0
2022 Wimbledon R64,L vs Tiafoe,0% (0/14),- (0/0),0/4,29% (4/14),0% (0/4),0/0,0/0,2/2,0/0,0/0
2022 Wimbledon R128,W vs Bedene,27% (6/22),83% (5/6),0/3,27% (6/22),50% (3/6),1/2,0/0,1/1,0/0,0/0
2021 US Open R128,L vs Johnson,5% (1/22),100% (1/1),0/1,26% (6/23),67% (4/6),0/0,0/0,2/3,0/0,0/1
2021 Roland Garros R128,L vs Krajinovic,7% (1/14),0% (0/1),0/3,40% (6/15),33% (2/6),0/0,0/0,3/4,0/0,2/2
2019 Roland Garros R128,L vs Tsitsipas,0% (0/14),- (0/0),0/4,36% (5/14),20% (1/5),0/0,0/0,0/0,0/0,0/0
2019 Munich R32,L vs Londero,23% (3/13),67% (2/3),1/5,46% (6/13),17% (1/6),1/1,0/0,1/1,0/0,1/1
2019 Francavilla Al Mare CH QF,W vs Ymer,50% (5/10),80% (4/5),0/2,30% (3/10),33% (1/3),2/2,0/0,0/0,0/0,0/0
2019 Francavilla Al Mare CH R16,W vs Vatutin,50% (6/12),100% (6/6),1/4,50% (6/12),33% (2/6),3/5,1/1,0/0,0/0,0/0
2019 Francavilla Al Mare CH R32,W vs Elias,40% (6/15),50% (3/6),0/0,13% (2/15),100% (2/2),2/2,1/1,0/0,1/1,0/0
2019 Miami R128,W vs Fritz,14% (2/14),100% (2/2),0/1,14% (2/14),50% (1/2),2/2,2/2,0/0,1/1,0/0
2025 (1 matches),,37.5%,100.0%,-,33.3%,100.0%,100.0%,100.0%,-,100.0%,-
2024 (3 matches),,23.9%,27.3%,7.1%,52.2%,29.2%,66.7%,-,62.5%,-,75.0%
2023 (5 matches),,21.5%,52.9%,25.0%,19.8%,68.8%,100.0%,100.0%,90.9%,100.0%,100.0%
2022 (3 matches),,13.7%,71.4%,0.0%,34.0%,35.3%,50.0%,-,100.0%,-,-
2021 (2 matches),,5.6%,50.0%,0.0%,31.6%,50.0%,-,-,71.4%,-,66.7%
Career (225 matches),,31.1%,67.4%,16.4%,28.7%,38.3%,85.7%,89.0%,77.4%,91.6%,67.9%
