Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2018 Houston R32,W vs Nishioka,0.0%,-,7.8%,85.7%,23.9%,0.0%,0.0%,20.6%,0.0%,3.1%,20.0%,19,-9
2017 Roland Garros R16,L vs Thiem,4.2%,33.3%,12.2%,52.9%,7.1%,6.3%,25.0%,6.7%,18.8%,2.8%,28.6%,34,-2
2017 Barcelona SF,L vs Nadal,1.8%,100.0%,6.8%,100.0%,15.2%,15.6%,33.3%,10.9%,50.0%,1.4%,33.3%,-18,-34
2017 Indian Wells R64,L vs Kyrgios,2.2%,100.0%,4.8%,80.0%,18.4%,14.3%,16.7%,4.5%,0.0%,0.9%,0.0%,66,47
2016 Santiago CH QF,W vs Sousa,10.6%,85.7%,10.9%,66.7%,10.7%,8.3%,16.7%,9.6%,20.0%,3.3%,28.6%,-20,-6
2015 Montevideo CH QF,L vs Schwartzman,6.8%,0.0%,10.2%,55.6%,10.7%,14.3%,5.6%,9.4%,0.0%,2.3%,28.6%,18,23
2014 Umag R32,W vs Pavic,3.8%,33.3%,5.5%,55.6%,21.3%,33.3%,0.0%,15.2%,7.7%,4.4%,50.0%,57,23
2014 Sao Paulo CH R32,W vs Hocevar,6.6%,75.0%,12.4%,53.8%,17.4%,23.8%,0.0%,0.0%,0.0%,9.3%,46.2%,141,114
2013 Vina del Mar F,W vs Nadal,0.0%,-,6.4%,84.6%,19.6%,21.4%,40.0%,8.1%,63.6%,2.6%,55.6%,13,23
Career (9 matches),,4.2%,54.2%,8.5%,66.7%,15.4%,16.9%,13.8%,9.7%,24.1%,3.1%,38.3%,26,16
