Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,20,12,8,60.0%,27-16,62.8%,231-193,54.5%,6-4,60.0%,20,80.2%,27.2%,6.0%,2.6%,61.2%,72.2%,50.5%,63.8%,38.0%,51.1%,1.05,F (Buenos Aires)
2016,54,38,16,70.4%,84-42,66.7%,685-586,53.9%,19-7,73.1%,54,83.6%,23.1%,8.7%,3.9%,59.0%,73.8%,54.0%,65.7%,38.3%,51.9%,1.12,W (2x)
2015,64,41,23,64.1%,91-54,62.8%,785-642,55.0%,14-15,48.3%,60,83.5%,26.9%,8.8%,3.6%,60.2%,74.4%,53.2%,66.0%,38.8%,52.3%,1.14,F (2x)
2014,36,22,14,61.1%,52-36,59.1%,462-424,52.1%,9-6,60.0%,36,81.5%,22.0%,7.3%,3.2%,60.2%,73.2%,51.2%,64.4%,36.2%,50.4%,1.02,W (2x)
2013,9,6,3,66.7%,13-10,56.5%,118-105,52.9%,1-1,50.0%,9,81.1%,24.5%,7.1%,2.8%,57.1%,70.3%,53.9%,63.3%,38.9%,51.0%,1.06,W (Lima)
2012,59,44,15,74.6%,96-45,68.1%,773-604,56.1%,14-9,60.9%,59,87.9%,23.6%,8.5%,3.4%,61.7%,77.2%,54.2%,68.4%,37.6%,52.8%,1.19,W (4x)
2011,63,42,21,66.7%,94-59,61.4%,819-709,53.6%,16-17,48.5%,63,82.2%,25.1%,6.9%,3.8%,63.4%,72.0%,51.8%,64.6%,38.7%,51.6%,1.09,F (2x)
2010,9,5,4,55.6%,12-8,60.0%,102-92,52.6%,3-1,75.0%,9,81.1%,23.2%,6.1%,4.8%,63.3%,71.2%,50.0%,63.4%,37.2%,50.2%,1.02,QF (2x)
2009,63,49,14,77.8%,97-42,69.8%,762-630,54.7%,22-7,75.9%,0,,,,,,,,,,,,W (5x)
2008,46,23,23,50.0%,59-53,52.7%,549-540,50.4%,10-8,55.6%,0,,,,,,,,,,,,W (Recanati)
2007,41,19,22,46.3%,45-47,48.9%,467-441,51.4%,6-10,37.5%,0,,,,,,,,,,,,SF (2x)
2006,18,6,12,33.3%,17-26,39.5%,190-216,46.8%,2-3,40.0%,0,,,,,,,,,,,,QF (Quito)
2004,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Buenos Aires)
Career,483,307,176,63.6%,687-440,61.0%,5949-5194,53.4%,122-88,58.1%,310,83.5%,24.5%,7.8%,3.6%,61.0%,73.8%,52.8%,65.6%,38.1%,51.7%,1.11,
