Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,83,31,52,37.3%,79-128,38.2%,992-1135,46.6%,21-24,46.7%,81,79.6%,13.4%,7.4%,4.0%,59.5%,70.9%,51.1%,62.9%,30.8%,47.6%,0.83
Clay,128,58,70,45.3%,141-164,46.2%,1489-1578,48.5%,30-36,45.5%,128,79.7%,17.0%,7.0%,2.5%,64.0%,70.6%,51.9%,63.9%,33.3%,48.9%,0.92
Grass,13,2,11,15.4%,10-30,25.0%,170-233,42.2%,3-6,33.3%,13,75.9%,8.7%,8.4%,3.5%,63.5%,71.1%,49.5%,63.2%,29.1%,46.6%,0.79
Grand Slams,33,10,23,30.3%,41-77,34.7%,550-675,44.9%,11-16,40.7%,33,78.7%,10.8%,8.4%,3.6%,62.6%,72.0%,50.2%,63.9%,30.0%,47.4%,0.83
Masters,27,10,17,37.0%,27-39,40.9%,326-353,48.0%,7-8,46.7%,27,80.2%,15.7%,5.9%,3.5%,59.8%,70.2%,53.2%,63.3%,31.5%,48.3%,0.86
Other Tours,161,69,92,42.9%,158-203,43.8%,1739-1882,48.0%,35-42,45.5%,161,79.4%,16.3%,7.1%,2.9%,62.7%,70.4%,51.3%,63.3%,32.9%,48.5%,0.90
Best of 5,33,10,23,30.3%,41-77,34.7%,550-675,44.9%,11-16,40.7%,33,78.7%,10.8%,8.4%,3.6%,62.6%,72.0%,50.2%,63.9%,30.0%,47.4%,0.83
Best of 3,191,81,110,42.4%,189-245,43.5%,2101-2271,48.1%,43-50,46.2%,189,79.6%,16.3%,7.0%,3.0%,62.2%,70.4%,51.7%,63.4%,32.7%,48.5%,0.89
Finals,3,2,1,66.7%,5-4,55.6%,56-49,53.3%,1-4,20.0%,3,92.0%,18.0%,7.4%,1.4%,65.1%,76.2%,71.7%,74.6%,33.9%,52.9%,1.34
Semi-finals,5,2,3,40.0%,5-6,45.5%,55-61,47.4%,3-0,100.0%,5,77.2%,14.3%,7.3%,2.2%,68.8%,70.6%,48.6%,63.8%,32.0%,47.9%,0.88
Quarter-finals,13,5,8,38.5%,13-16,44.8%,141-154,47.8%,4-3,57.1%,13,83.2%,12.0%,6.9%,2.5%,64.1%,70.2%,51.4%,63.5%,29.5%,47.3%,0.81
vs Righties,189,79,110,41.8%,196-267,42.3%,2235-2469,47.5%,45-56,44.6%,187,79.7%,15.1%,7.3%,3.1%,62.6%,70.8%,51.3%,63.5%,32.0%,48.3%,0.88
vs Lefties,35,12,23,34.3%,34-55,38.2%,416-477,46.6%,9-10,47.4%,35,77.7%,14.7%,7.4%,3.5%,60.9%,70.4%,51.9%,63.2%,32.7%,48.3%,0.89
vs Top 10,10,1,9,10.0%,4-23,14.8%,105-164,39.0%,3-4,42.9%,10,76.0%,3.0%,5.9%,2.1%,63.2%,67.5%,53.8%,62.5%,24.8%,44.2%,0.66
