Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2018 Houston R32,W vs Nishioka,9.8%,34.1%,73.0%,21.0%,12.9%,38.7%,77.8%,27.7%,86.7%,50.0%,100.0%,0.0%,20.0%,60.0%,-118
2017 Roland Garros R16,L vs Thiem,15.1%,19.2%,35.0%,20.4%,20.8%,27.1%,36.8%,29.0%,28.0%,69.6%,60.0%,4.3%,4.3%,31.8%,-72
2017 Barcelona SF,L vs Nadal,10.3%,29.3%,56.0%,19.3%,14.7%,38.2%,51.7%,30.0%,57.1%,35.0%,0.0%,4.5%,18.2%,61.9%,-72
2017 Indian Wells R64,L vs Kyrgios,35.3%,47.1%,41.9%,38.2%,48.4%,58.1%,37.5%,53.2%,28.6%,52.9%,0.0%,16.7%,33.3%,46.7%,47
2016 Santiago CH QF,W vs Sousa,31.9%,44.9%,44.4%,37.1%,48.7%,64.1%,50.0%,57.9%,47.1%,36.4%,-,10.7%,21.4%,40.0%,-27
2015 Montevideo CH QF,L vs Schwartzman,20.0%,32.5%,45.0%,25.4%,24.5%,34.7%,45.9%,33.3%,33.3%,59.1%,75.0%,14.8%,33.3%,43.5%,29
2014 Umag R32,W vs Pavic,33.8%,45.0%,66.0%,40.5%,38.0%,50.0%,58.1%,48.8%,25.0%,32.4%,-,26.7%,36.7%,77.3%,-79
2014 Sao Paulo CH R32,W vs Hocevar,25.0%,44.1%,60.4%,31.9%,35.7%,52.4%,59.3%,46.9%,10.5%,60.9%,100.0%,8.7%,34.8%,61.9%,-33
2013 Vina del Mar F,W vs Nadal,31.3%,47.9%,63.6%,38.9%,39.3%,57.4%,62.2%,51.3%,30.8%,57.1%,0.0%,17.1%,31.4%,65.5%,-79
Career (9 matches),,24.5%,38.6%,53.8%,31.1%,31.9%,46.8%,53.4%,42.5%,36.4%,50.0%,52.9%,13.0%,26.9%,54.3%,1
