Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,16,8,8,50.0%,4,3,1,75.0%,1988,1996,R16,12,0.98,4.3%,3.8%,55.6%,70.2%,47.3%,60.1%,39.2%,63.7%,48.0%
Roland Garros,9,Clay,15,6,9,40.0%,8,2,6,25.0%,1988,1997,R32,9,0.81,3.0%,4.3%,53.3%,67.4%,44.8%,56.9%,34.8%,58.2%,41.3%
Wimbledon,11,Grass,31,20,11,64.5%,24,13,11,54.2%,1987,1997,R16,18,1.03,5.8%,6.1%,53.3%,75.8%,46.0%,61.9%,39.1%,61.8%,43.6%
US Open,10,Hard,27,17,10,63.0%,16,10,6,62.5%,1987,1997,SF,19,0.96,6.6%,4.5%,50.5%,76.6%,44.0%,60.4%,38.1%,57.1%,41.5%
Olympics,1,,1,0,1,0.0%,0,0,0,-,1988,1988,R64,0,,,,,,,,,,
Davis Cup,9,,21,15,6,71.4%,11,4,7,36.4%,1986,1997,,0,,,,,,,,,,
Milan,8,Carpet,20,13,7,65.0%,11,7,4,63.6%,1989,1996,W,13,1.04,5.5%,2.9%,55.3%,72.1%,55.6%,64.7%,36.6%,64.9%,37.0%
Dusseldorf,7,Clay,17,4,13,23.5%,3,2,1,66.7%,1990,1996,W,2,0.96,5.0%,3.3%,52.5%,60.3%,50.9%,55.8%,42.3%,46.2%,54.5%
Basel,7,Hard,11,4,7,36.4%,8,2,6,25.0%,1989,1995,SF,8,0.94,7.3%,3.7%,55.2%,74.5%,52.5%,64.6%,33.3%,68.8%,35.1%
Moscow,6,Carpet,18,13,5,72.2%,6,5,1,83.3%,1990,1997,W,10,1.09,6.7%,2.8%,48.2%,74.4%,56.7%,65.2%,37.9%,69.7%,35.9%
Stuttgart Indoor,6,Carpet,14,8,6,57.1%,2,2,0,100.0%,1990,1995,SF,12,0.99,8.1%,2.0%,51.5%,74.7%,52.1%,63.7%,35.9%,67.1%,36.8%
Vienna,6,Carpet,14,8,6,57.1%,7,5,2,71.4%,1989,1995,SF,7,0.97,6.9%,3.6%,51.2%,71.5%,48.5%,60.3%,38.5%,63.8%,35.3%
