Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1997,195,220,78,1776,61,1749,84,1715,41,1699,1272,3,,
1996,98,496,49,1844,41,1800,71,1760,31,1766,288,185,,
1995,47,,35,1861,41,1794,79,1735,28,1778,501,67,,
1994,25,,51,1845,42,1799,85,1723,26,1774,775,25,,
1993,18,,33,1888,23,1886,61,1757,26,1798,322,140,,
1992,17,,27,1915,21,1898,52,1792,21,1803,1030,2,,
1991,25,,22,1932,24,1852,32,1844,15,1825,269,149,,
1990,24,,21,1923,29,1821,45,1786,13,1817,242,158,,
1989,50,,80,1767,68,1715,80,1691,59,1668,190,,,
1988,79,,91,1745,128,1594,88,1676,48,1694,253,,,
1987,104,,112,1695,150,1548,,,50,1689,,,,
1986,529,,,,,,,,,,,,,
1985,328,,,,,,,,,,330,,,
