Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,107,60,47,56.1%,142-121,54.0%,1291-1197,51.9%,14-15,48.3%,104,65.6%,38.2%,2.0%,4.1%,63.3%,62.6%,47.5%,57.0%,44.8%,50.9%,1.04
Clay,44,23,21,52.3%,51-47,52.0%,470-427,52.4%,4-6,40.0%,44,64.4%,40.1%,2.0%,4.4%,61.3%,61.0%,47.7%,55.8%,46.1%,51.0%,1.04
Grass,26,17,9,65.4%,33-23,58.9%,273-231,54.2%,2-2,50.0%,26,72.3%,35.9%,1.2%,3.1%,67.0%,63.2%,51.8%,59.4%,44.2%,52.0%,1.09
Grand Slams,37,24,13,64.9%,52-37,58.4%,433-383,53.1%,4-5,44.4%,37,65.0%,40.4%,1.8%,3.9%,65.2%,62.9%,46.1%,57.1%,46.2%,51.6%,1.08
Premiers,59,32,27,54.2%,71-63,53.0%,662-604,52.3%,6-7,46.2%,59,68.2%,36.6%,2.0%,3.7%,62.8%,62.6%,49.9%,57.9%,44.2%,51.1%,1.05
Internationals,31,19,12,61.3%,41-30,57.7%,351-299,54.0%,3-3,50.0%,31,65.8%,42.0%,2.0%,4.4%,64.6%,62.2%,46.5%,56.6%,46.7%,51.6%,1.08
Finals,2,2,0,100.0%,4-1,80.0%,29-12,70.7%,0-0,-,2,71.4%,70.0%,0.7%,3.0%,67.4%,60.4%,56.8%,59.3%,56.6%,57.8%,1.39
Semi-finals,10,2,8,20.0%,7-16,30.4%,94-122,43.5%,0-2,0.0%,10,66.7%,22.0%,2.6%,3.6%,66.1%,62.4%,47.9%,57.5%,38.1%,47.6%,0.90
Quarter-finals,22,10,12,45.5%,21-29,42.0%,226-247,47.8%,3-4,42.9%,22,62.3%,33.3%,1.8%,4.1%,64.8%,61.5%,43.0%,55.0%,43.2%,49.1%,0.96
vs Righties,159,90,69,56.6%,204-170,54.5%,1830-1661,52.4%,18-20,47.4%,156,66.2%,38.7%,1.9%,3.9%,63.3%,62.2%,48.1%,57.0%,45.2%,51.1%,1.05
vs Lefties,18,10,8,55.6%,22-21,51.2%,204-194,51.3%,2-3,40.0%,18,67.0%,35.2%,1.6%,4.9%,63.7%,62.7%,48.1%,57.4%,43.7%,50.6%,1.03
vs Top 10,20,6,14,30.0%,17-33,34.0%,204-268,43.2%,4-4,50.0%,20,62.1%,23.7%,1.8%,2.7%,66.7%,58.7%,45.5%,54.3%,39.7%,47.1%,0.87
