Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Australian Open R128,L vs Linette,60.3%,51.1%,7.7%,5/1,2.54,1.9%,52.4%,36.4%,7.1%,2.42,2.9%,78.1%,64.0%,9.4%,2.75,0.0%
2025 Beijing R16,W vs Swiatek,72.2%,58.6%,7.2%,4/3,2.56,8.5%,69.5%,51.2%,3.4%,2.64,11.4%,87.9%,69.0%,15.2%,2.44,4.2%
2025 BJK Cup Finals RR,L vs Cocciaretto,68.3%,46.5%,3.2%,1/1,2.64,4.5%,71.7%,48.5%,2.2%,2.65,5.9%,62.5%,40.0%,6.3%,2.58,0.0%
2025 US Open R64,W vs Mcnally,70.4%,76.3%,3.7%,1/1,2.73,2.8%,75.0%,70.4%,2.8%,3.06,5.3%,91.7%,90.9%,8.3%,2.36,0.0%
2025 Cincinnati R64,L vs Seidel,74.7%,48.4%,4.8%,3/1,2.73,3.0%,80.0%,36.1%,4.4%,2.65,4.7%,74.3%,65.4%,5.7%,2.87,0.0%
2025 Wimbledon R16,L vs Andreeva,61.1%,60.6%,3.7%,1/1,2.30,8.7%,50.0%,56.3%,0.0%,2.22,13.8%,85.0%,64.7%,10.0%,2.44,0.0%
2025 Wimbledon R128,W vs Kvitova,72.0%,61.1%,12.0%,2/4,2.97,4.0%,78.8%,53.8%,6.1%,3.08,6.3%,90.9%,80.0%,36.4%,2.76,0.0%
2025 Berlin R16,L vs Badosa,66.7%,45.5%,6.1%,1/3,2.46,4.2%,61.5%,29.2%,5.1%,2.40,5.8%,87.0%,65.0%,8.7%,2.61,0.0%
2025 Queens Club QF,L vs Anisimova,64.8%,42.9%,9.3%,1/4,2.50,2.1%,71.0%,36.4%,0.0%,2.55,3.3%,68.4%,53.8%,26.3%,2.42,0.0%
2025 Roland Garros R128,L vs Bouzas Maneiro,63.9%,47.8%,16.7%,4/2,2.65,0.0%,73.9%,41.2%,8.7%,2.58,0.0%,60.0%,66.7%,40.0%,2.76,0.0%
2025 Charleston QF,L vs Anisimova,77.0%,55.2%,11.5%,5/5,2.98,3.2%,81.1%,55.8%,11.3%,2.93,2.5%,82.8%,54.2%,13.8%,3.07,4.5%
2025 Merida F,W vs Arango,76.3%,79.3%,2.6%,0/1,2.07,16.7%,90.0%,77.8%,5.0%,2.24,22.7%,78.6%,81.8%,0.0%,1.63,0.0%
2025 Merida SF,W vs Avanesyan,82.3%,64.7%,3.2%,1/1,2.42,0.0%,83.7%,66.7%,0.0%,2.34,0.0%,83.3%,60.0%,11.1%,2.63,0.0%
2025 Merida QF,W vs Sonmez,83.3%,66.7%,3.7%,1/1,2.40,4.7%,88.9%,70.8%,7.4%,2.40,6.5%,91.3%,61.9%,0.0%,2.43,0.0%
2025 Doha R32,L vs Fernandez,68.2%,36.7%,13.6%,2/4,2.45,0.0%,63.3%,31.6%,3.3%,2.54,0.0%,100.0%,45.5%,45.5%,2.29,0.0%
2025 Australian Open QF,L vs Swiatek,84.9%,35.6%,11.3%,2/4,2.33,4.0%,82.1%,21.7%,3.6%,2.30,6.7%,95.7%,50.0%,21.7%,2.38,0.0%
2025 Australian Open R16,W vs Kasatkina,80.7%,56.9%,5.2%,5/2,2.50,7.7%,83.8%,50.6%,1.0%,2.38,10.9%,96.3%,76.9%,22.2%,2.77,0.0%
2024 US Open SF,L vs Sabalenka,63.8%,43.2%,13.0%,5/4,2.36,9.8%,63.8%,40.0%,8.5%,2.37,13.2%,82.4%,50.0%,29.4%,2.32,0.0%
2024 US Open QF,W vs Badosa,63.0%,58.8%,1.9%,0/1,2.71,2.2%,68.6%,54.2%,0.0%,2.64,3.1%,83.3%,70.0%,8.3%,2.89,0.0%
2024 US Open R16,W vs Gauff,48.0%,49.0%,2.9%,2/1,2.50,3.2%,58.3%,39.3%,4.2%,2.38,4.7%,60.0%,61.9%,2.9%,2.76,0.0%
Last 52 Weeks (11 matches),,69.0%,54.0%,7.5%,51.9%,2.63,4.0%,69.9%,47.6%,4.8%,2.62,5.6%,79.6%,64.4%,13.8%,2.65,1.0%
Career (55 matches),,72.5%,53.2%,6.2%,53.1%,2.51,5.6%,74.2%,49.6%,4.3%,2.49,8.0%,81.9%,59.5%,11.0%,2.55,1.1%
