Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Australian Open R128,L vs Linette,33.7%,41.6%,44.4%,38.2%,49.1%,41.2%,61.5%,24.1%,0.0%,31.0%,34.5%,50.0%,18.2%,33.3%,-,73
2025 Beijing R16,W vs Swiatek,28.7%,36.8%,47.5%,36.4%,45.5%,57.1%,36.7%,32.0%,25.0%,17.2%,24.1%,33.3%,30.0%,36.8%,100.0%,9
2025 BJK Cup Finals RR,L vs Cocciaretto,27.4%,37.1%,45.5%,26.1%,39.1%,52.9%,60.9%,39.1%,0.0%,33.3%,33.3%,20.0%,28.6%,25.0%,0.0%,-28
2025 US Open R64,W vs Mcnally,17.0%,17.0%,55.6%,24.0%,24.0%,47.4%,25.0%,30.8%,0.0%,10.5%,10.5%,64.7%,0.0%,11.1%,0.0%,-14
2025 Cincinnati R64,L vs Seidel,18.4%,25.3%,56.1%,24.6%,33.3%,51.2%,48.4%,30.8%,50.0%,8.0%,12.0%,65.2%,20.0%,53.3%,33.3%,-42
2025 Wimbledon R16,L vs Andreeva,9.3%,13.0%,39.1%,12.1%,18.2%,44.8%,42.1%,14.3%,0.0%,5.6%,5.6%,29.4%,14.3%,18.2%,0.0%,-64
2025 Wimbledon R128,W vs Kvitova,38.6%,45.5%,53.8%,46.9%,53.1%,58.8%,28.6%,38.9%,66.7%,18.2%,27.3%,44.4%,0.0%,0.0%,-,-3
2025 Berlin R16,L vs Badosa,16.3%,22.1%,45.1%,14.8%,23.0%,44.2%,36.7%,38.7%,16.7%,20.8%,20.8%,47.4%,11.1%,33.3%,50.0%,-56
2025 Queens Club QF,L vs Anisimova,26.8%,32.4%,39.6%,28.6%,38.1%,43.3%,35.3%,24.0%,16.7%,28.0%,28.0%,33.3%,15.4%,16.7%,0.0%,62
2025 Roland Garros R128,L vs Bouzas Maneiro,4.0%,10.0%,34.1%,3.7%,11.1%,42.3%,45.5%,75.0%,85.7%,5.3%,10.5%,22.2%,16.7%,71.4%,100.0%,-69
2025 Charleston QF,L vs Anisimova,18.5%,27.2%,41.9%,16.7%,29.2%,45.0%,65.0%,50.0%,57.1%,24.1%,27.6%,36.4%,31.3%,61.5%,100.0%,42
2025 Merida F,W vs Arango,11.1%,25.0%,73.3%,12.0%,24.0%,72.7%,54.5%,57.1%,-,11.1%,33.3%,75.0%,0.0%,75.0%,-,-14
2025 Merida SF,W vs Avanesyan,14.5%,25.5%,60.0%,19.5%,31.7%,60.6%,45.5%,57.9%,0.0%,0.0%,8.3%,58.3%,0.0%,22.2%,0.0%,-119
2025 Merida QF,W vs Sonmez,12.2%,20.4%,44.2%,13.9%,22.2%,48.4%,44.4%,33.3%,50.0%,7.7%,15.4%,33.3%,16.7%,57.1%,100.0%,-104
2025 Doha R32,L vs Fernandez,9.3%,14.0%,42.1%,10.7%,17.9%,56.0%,58.3%,56.3%,100.0%,7.1%,7.1%,15.4%,37.5%,33.3%,33.3%,-42
2025 Australian Open QF,L vs Swiatek,11.9%,16.9%,39.2%,16.2%,24.3%,38.7%,27.8%,26.3%,0.0%,4.8%,4.8%,40.0%,44.4%,16.7%,33.3%,-66
2025 Australian Open R16,W vs Kasatkina,10.3%,19.6%,49.5%,14.7%,28.0%,57.8%,43.2%,44.7%,50.0%,0.0%,0.0%,29.6%,7.1%,53.8%,100.0%,-119
2024 US Open SF,L vs Sabalenka,17.5%,28.6%,49.0%,19.1%,31.9%,60.5%,25.0%,39.1%,50.0%,13.3%,20.0%,15.4%,20.0%,20.0%,0.0%,-28
2024 US Open QF,W vs Badosa,19.0%,20.7%,62.2%,22.0%,24.4%,62.5%,61.9%,35.0%,25.0%,13.3%,13.3%,61.5%,0.0%,40.0%,0.0%,17
2024 US Open R16,W vs Gauff,24.4%,31.4%,57.1%,24.6%,33.3%,55.8%,69.2%,32.3%,0.0%,25.9%,29.6%,60.0%,100.0%,25.0%,-,-21
Last 52 Weeks (11 matches),,22.2%,28.8%,45.5%,25.4%,34.3%,47.6%,45.5%,35.9%,33.3%,18.9%,21.8%,41.6%,18.2%,34.6%,47.1%,44
Career (55 matches),,19.6%,27.3%,48.0%,22.9%,32.3%,50.9%,50.6%,38.3%,35.9%,15.2%,20.4%,42.5%,21.9%,42.9%,48.3%,11
