Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,9,6,3,66.7%,3,1,2,33.3%,2024,2026,QF,9,1.03,2.6%,3.9%,64.8%,63.6%,43.4%,56.5%,45.0%,48.4%,43.8%
Roland Garros,3,Clay,7,4,3,57.1%,2,2,0,100.0%,2023,2025,R16,7,1.00,2.2%,2.7%,68.3%,58.2%,45.1%,54.0%,46.2%,49.1%,61.5%
Wimbledon,3,Grass,10,7,3,70.0%,0,0,0,-,2023,2025,QF,10,1.12,0.7%,3.2%,67.3%,64.8%,45.4%,58.4%,46.5%,52.4%,59.4%
US Open,5,Hard,12,7,5,58.3%,4,1,3,25.0%,2019,2025,SF,12,1.09,1.4%,5.0%,62.7%,62.8%,48.7%,57.5%,46.3%,55.9%,54.5%
Olympics,1,,3,2,1,66.7%,3,1,2,33.3%,2024,2024,R16,3,1.05,2.2%,3.9%,60.6%,55.7%,51.6%,54.1%,48.2%,56.5%,44.8%
Indian Wells,5,Hard,10,5,5,50.0%,3,1,2,33.3%,2022,2026,QF,10,0.97,0.8%,3.6%,62.6%,57.8%,46.8%,53.7%,44.7%,55.7%,53.9%
Merida,2,Hard,5,4,1,80.0%,0,0,0,-,2025,2026,W,5,1.47,1.6%,3.5%,68.9%,67.2%,52.5%,62.6%,54.8%,58.3%,63.2%
Dubai,3,Hard,6,3,3,50.0%,2,1,1,50.0%,2024,2026,R16,6,0.94,0.8%,4.4%,62.6%,58.5%,44.4%,53.2%,44.1%,48.3%,49.1%
Doha,3,Hard,6,3,3,50.0%,1,1,0,100.0%,2024,2026,R16,6,1.01,3.0%,1.8%,64.2%,61.3%,51.0%,57.6%,43.0%,37.1%,51.1%
Adelaide,2,Hard,5,3,2,60.0%,1,1,0,100.0%,2025,2026,QF,5,1.05,2.6%,6.4%,59.2%,65.2%,48.8%,58.5%,43.4%,46.2%,42.1%
Auckland,2,Hard,5,3,2,60.0%,0,0,0,-,2024,2026,SF,5,1.08,3.0%,3.0%,71.5%,64.3%,42.1%,58.0%,45.3%,50.0%,46.7%
