Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open SF,L vs Sabalenka,92.5,97.2,4.2,99.2,93.3,104,84,77.7,5.0,70.0,,84,69
2024 US Open QF,W vs Badosa,89.2,92.8,6.3,93.5,93.7,107,73,79.2,6.4,82.0,,89,68
2024 US Open R16,W vs Gauff,93.1,98.5,4.6,99.5,96.3,106,87,81.8,4.6,77.7,82.5,91,70
2024 US Open R32,W vs Kostyuk,90.9,94.3,7.2,97.5,90.8,104,71,77.9,6.2,79.0,,90,69
2024 US Open R64,W vs Rus,88.0,95.1,4.8,94.4,94.8,104,87,79.3,2.1,78.8,80.0,83,75
2024 US Open R128,W vs Blinkova,89.2,98.0,6.1,98.6,91.6,118,90,75.2,5.2,81.0,,83,65
2024 Wimbledon QF,L vs Paolini,92.9,97.7,7.3,99.5,90.8,106,77,78.5,6.2,,,85,67
2024 Wimbledon R16,W vs Gauff,93.8,98.5,3.3,101.6,95.1,106,92,81.7,4.2,84.5,80.0,88,73
2024 Wimbledon R32,W vs Shnaider,91.2,95.5,6.1,98.8,92.3,106,78,80.0,4.4,83.0,80.6,91,72
2024 Wimbledon R64,W vs Osaka,95.1,99.7,4.2,102.9,97.2,107,91,81.4,8.3,94.0,71.0,94,69
2023 US Open R128,L vs Frech,86.4,94.0,7.1,97.2,87.1,105,71,74.5,4.2,74.5,,82,64
2021 US Open R128,L vs Mchale,87.7,95.6,6.2,98.3,96.8,106,80,77.3,4.3,76.0,77.3,84,62
Career (12 matches),,90.6,96.2,5.7,98.4,93.6,118,71,78.4,4.8,78.6,79.6,94,62
